	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	252	284	325	428	54	101	95	
영업이익	-46	3	20	96	-3	5	8	
영업이익(발표기준)	-46	3	20		-3	5	8	
세전계속사업이익	-220	-127	24		-1	5	11	
당기순이익	-220	-127	43	116	-1	24	9	
당기순이익(지배)	-220	-127	43	116	-1	24	9	
당기순이익(비지배)								
자산총계	619	591	633		608	633	642	
부채총계	78	116	117		113	117	118	
자본총계	541	475	515		495	515	524	
자본총계(지배)	541	475	515		495	515	524	
자본총계(비지배)								
자본금	292	300	300		300	300	300	
영업활동현금흐름	-21	34	-1		-4	9	22	
투자활동현금흐름	27	-67	-17		-6	-3	-3	
재무활동현금흐름	5	89	-1		-1	0	0	
CAPEX	38	47	11		1	3	2	
FCF	-59	-13	-12		-5	6	20	
이자발생부채	4	30	31		31	31	32	
영업이익률	-18.09	0.92	6.04	22.43	-5.04	4.55	7.92	
순이익률	-87.16	-44.73	13.38	27.10	-1.90	23.25	9.01	
ROE(%)	-29.53	-24.96	8.78		-17.10	8.78	8.41	
ROA(%)	-26.81	-20.96	7.10		-14.25	7.10	6.85	
부채비율	14.33	24.48	22.80		22.90	22.80	22.49	
자본유보율	75.45	58.55	72.23		65.43	72.23	75.09	
EPS(원)	-376	-214	72	193	-2	39	14	
PER(배)	N/A	N/A	117.10	118.37	N/A	117.10	291.42	
BPS(원)	927	792	859		825	859	874	
PBR(배)	6.15	15.40	9.88		8.61	9.88	23.58	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	58,408,110	59,958,950	59,958,950		59,958,950	59,958,950	59,958,950	
