	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	272	267	231		54	40	86	
영업이익	-5	12	18		0	-8	25	
영업이익(발표기준)	-5	12	18		0	-8	25	
세전계속사업이익	-5	22	9		-1	-12	19	
당기순이익	-5	22	9		-1	-12	19	
당기순이익(지배)	-5	22	9		-1	-12	19	
당기순이익(비지배)								
자산총계	514	529	931		523	905	931	
부채총계	120	97	112		90	103	112	
자본총계	395	431	819		433	801	819	
자본총계(지배)	395	431	819		433	801	819	
자본총계(비지배)								
자본금	264	265	306		266	306	306	
영업활동현금흐름	35	37	4		-10	-3	19	
투자활동현금흐름	8	16	-307		-2	-161	-113	
재무활동현금흐름	16	4	366		1	378	-4	
CAPEX	6	4	4		2	1	1	
FCF	28	33	-1		-11	-4	18	
이자발생부채	42	41	56		35	34	56	
영업이익률	-1.93	4.59	7.63		0.84	-20.83	29.10	
순이익률	-1.69	8.37	3.91		-1.44	-29.79	21.59	
ROE(%)	-1.29	5.41	1.44		8.64	2.97	1.44	
ROA(%)	-0.90	4.29	1.24		6.78	2.48	1.24	
부채비율	30.29	22.60	13.70		20.90	12.90	13.70	
자본유보율	35.03	46.40	153.75		47.24	147.46	153.75	
EPS(원)	-8	39	16		-1	-21	30	
PER(배)	N/A	288.41	424.29		128.30	214.76	424.29	
BPS(원)	698	760	1,338		761	1,309	1,338	
PBR(배)	31.51	14.96	4.92		10.68	5.11	4.92	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00				0.00		
발행주식수(보통주)	56,534,597	56,774,293	61,190,399		56,848,128	61,190,399	61,190,399	
