	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	956	743	754		167	182	190	
영업이익	159	56	54		9	4	0	
영업이익(발표기준)	159	56	54		9	4	0	
세전계속사업이익	173	83	81		19	10	-3	
당기순이익	144	77	72		17	9	4	
당기순이익(지배)	144	77	72		17	9	4	
당기순이익(비지배)								
자산총계	1,502	1,460	1,448		1,485	1,438	1,448	
부채총계	127	90	87		64	80	87	
자본총계	1,375	1,370	1,361		1,421	1,358	1,361	
자본총계(지배)	1,375	1,370	1,361		1,421	1,358	1,361	
자본총계(비지배)								
자본금	82	82	82		82	82	82	
영업활동현금흐름	319	102	162		8	33	69	
투자활동현금흐름	-423	-175	-136		-72	65	-55	
재무활동현금흐름	-30	-88	-78			-64	1	
CAPEX	15	17	277		118	34	55	
FCF	304	85	-115		-110	-1	14	
이자발생부채		0	0		0	0	0	
영업이익률	16.61	7.49	7.20		5.45	2.32	0.19	
순이익률	15.10	10.39	9.60		10.20	4.89	1.96	
ROE(%)	11.20	5.63			6.99	6.78	5.30	
ROA(%)	10.29	5.22			6.68	6.41	4.98	
부채비율	9.24	6.55	6.39		4.52	5.86	6.39	
자본유보율	1,598.00	1,672.36	1,734.68		1,727.33	1,738.15	1,734.68	
EPS(원)	925	495	464		109	57	24	
PER(배)	8.43	10.79	16.58		12.92	13.02	16.58	
BPS(원)	8,811	9,240	9,696		9,581	9,676	9,696	
PBR(배)	0.89	0.58	0.79		0.83	0.79	0.79	
현금DPS(원)	200	100	100		0	0	100	
현금배당수익률	2.56	1.87	1.30					
현금배당성향(%)	21.62	19.19	19.39		0.00	0.00	377.61	
발행주식수(보통주)	15,607,500	15,607,500	15,607,500		15,607,500	15,607,500	15,607,500	
