	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	583	763	818		209	207	195	
영업이익	-13	37	25		4	21	-2	
영업이익(발표기준)	-13	37	25		4	21	-2	
세전계속사업이익	-40	30	-37		-3	13	-45	
당기순이익	-32	17	-29		-4	13	-36	
당기순이익(지배)	-32	18	-29		-4	13	-35	
당기순이익(비지배)								
자산총계	617	1,049	1,293		1,205	1,184	1,293	
부채총계	196	564	737		721	689	737	
자본총계	421	485	556		484	495	556	
자본총계(지배)	421	475	504		474	485	504	
자본총계(비지배)								
자본금	78	79	92		79	79	92	
영업활동현금흐름	70	31	-51		4	-38	3	
투자활동현금흐름	-30	-412	-95		-19	-8	-18	
재무활동현금흐름	-15	363	181		90	-34	64	
CAPEX	0	366	8		0	3	5	
FCF	69	-334	-59		4	-41	-2	
이자발생부채	133	444	617		613	588	617	
영업이익률	-2.31	4.80	3.02		2.13	9.98	-1.20	
순이익률	-5.40	2.27	-3.60		-2.10	6.22	-18.28	
ROE(%)	-7.53	3.91	-5.95		1.63	4.13	-5.95	
ROA(%)	-5.03	2.08	-2.51		0.73	1.79	-2.51	
부채비율	46.55	116.39	132.65		149.16	139.15	132.65	
자본유보율	440.44	496.72	453.42		494.06	508.00	453.42	
EPS(원)	-210	111	-178		-27	80	-201	
PER(배)	N/A	20.16	N/A		51.93	16.29	N/A	
BPS(원)	2,720	3,006	2,762		3,002	3,074	2,762	
PBR(배)	1.03	0.75	1.01		0.82	0.65	1.01	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	15,570,124	15,890,979	18,354,876		15,890,979	15,890,979	18,354,876	
