	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	2,581	1,463	1,004		183	553	203	
영업이익	-4	-143	115		14	110	18	
영업이익(발표기준)	-4	-143	115		14	110	18	
세전계속사업이익	-46	-183	-8		26	-25	162	
당기순이익	-46	-182	-21		26	-38	162	
당기순이익(지배)	-46	-182	-20		26	-38	162	
당기순이익(비지배)								
자산총계	1,625	1,097	1,119		1,095	1,119	1,162	
부채총계	1,274	1,019	946		884	946	826	
자본총계	351	78	173		211	173	335	
자본총계(지배)	351	82	178		216	178	340	
자본총계(비지배)								
자본금	61	61	151		151	151	151	
영업활동현금흐름	3	19	-214		-135	233	176	
투자활동현금흐름	-118	-9	-25		-9	-13	18	
재무활동현금흐름	348	-52	-18		119	-205	-3	
CAPEX	88	11	3		2	0	0	
FCF	-85	8	-216		-137	232	176	
이자발생부채	586	482	560		437	560	442	
영업이익률	-0.16	-9.80	11.46		7.78	19.95	8.92	
순이익률	-1.77	-12.47	-2.07		14.27	-6.86	79.80	
ROE(%)	-12.25	-84.05	-14.96		-28.10	-14.96	56.36	
ROA(%)	-3.06	-13.41	-1.87		-4.61	-1.87	14.27	
부채비율	363.15	1,301.02	546.30		418.99	546.30	246.53	
자본유보율	462.07	21.71	12.74		37.89	12.74	120.01	
EPS(원)	-296	-1,176	-77		87	-126	537	
PER(배)	N/A	N/A	N/A		N/A	N/A	2.58	
BPS(원)	2,266	532	591		717	591	1,127	
PBR(배)	1.67	1.55	4.28		2.41	4.28	1.14	
현금DPS(원)	0						0	
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	15,485,999	15,498,708	30,193,507		30,193,507	30,193,507	30,193,507	
