	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	356	336	562		91	246	161	
영업이익	-31	-63	-1		-7	-2	17	
영업이익(발표기준)	-31	-63	-1		-7	-2	17	
세전계속사업이익	-26	-114	-39		-19	-16	18	
당기순이익	-29	-121	-48		-19	-16	9	
당기순이익(지배)	-29	-120	-48		-19	-16	9	
당기순이익(비지배)	0							
자산총계	367	614	698		679	724	698	
부채총계	180	429	339		507	559	339	
자본총계	187	185	359		172	166	359	
자본총계(지배)	185	184	358		171	165	358	
자본총계(비지배)	2							
자본금	108	121	176		121	124	176	
영업활동현금흐름	-127	-27	12		5	38	-46	
투자활동현금흐름	132	-5	-294		-150	-11	-62	
재무활동현금흐름	5	370	111		134	15	2	
CAPEX	1	1	1		0	0	0	
FCF	-128	-28	12		5	38	-47	
이자발생부채	88	304	230		365	380	230	
영업이익률	-8.75	-18.90	-0.15		-7.73	-1.00	10.80	
순이익률	-8.16	-36.05	-8.56		-20.68	-6.67	5.49	
ROE(%)	-18.20	-65.25	-17.72		-77.19	-60.29	-17.72	
ROA(%)	-8.86	-24.67	-7.32		-25.64	-18.11	-7.32	
부채비율	96.38	231.91	94.25		294.87	337.65	94.25	
자본유보율	67.71	48.94	102.60		36.73	28.21	102.60	
EPS(원)	-148	-531	-195		-77	-67	34	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	859	757	1,020		705	661	1,020	
PBR(배)	4.10	2.83	3.50		3.22	3.83	3.50	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	21,553,594	24,298,019	35,131,699		24,298,019	24,898,619	35,131,699	
