	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	272	988	1,191		317	338	319	
영업이익	29	295	405		117	110	105	
영업이익(발표기준)	29	295	405		117	110	105	
세전계속사업이익	30	279	346		103	93	82	
당기순이익	31	233	279		85	72	67	
당기순이익(지배)	25	107	111		35	28	23	
당기순이익(비지배)	5							
자산총계	1,494	1,525	1,751		1,688	1,751	1,772	
부채총계	839	612	764		765	764	794	
자본총계	655	913	988		923	988	978	
자본총계(지배)	564	694	704		680	704	745	
자본총계(비지배)	91							
자본금	155	156	156		156	156	156	
영업활동현금흐름	22	303	477		115	160	-31	
투자활동현금흐름	-37	-315	5		0	18	9	
재무활동현금흐름	363	-19	-270		-2	-32	-3	
CAPEX	1	14	4		0	0	1	
FCF	20	289	473		114	160	-32	
이자발생부채	462	457	528		556	528	552	
영업이익률	10.72	29.85	33.97		37.02	32.59	32.95	
순이익률	11.24	23.63	23.40		26.65	21.14	20.90	
ROE(%)	4.93	17.07	15.94		18.51	15.94	14.75	
ROA(%)	3.11	15.46	17.01		17.49	17.01	16.81	
부채비율	128.05	67.01	77.31		82.93	77.31	81.25	
자본유보율	264.49	337.82	409.11		391.47	409.11	423.59	
EPS(원)	82	345	356		112	88	72	
PER(배)	97.42	16.25	16.14		17.58	16.14	14.04	
BPS(원)	1,819	2,219	2,252		2,175	2,252	2,383	
PBR(배)	4.38	2.52	2.55		3.17	2.55	2.04	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	31,007,770	31,257,770	31,257,770		31,257,770	31,257,770	31,257,770	
