	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,498	1,540	1,798		516	251	244	
영업이익	301	321	460		152	45	54	
영업이익(발표기준)	301	321	460		152	45	54	
세전계속사업이익	324	334	489		161	70	32	
당기순이익	254	254	374		121	50	27	
당기순이익(지배)	263	259	371		122	48	26	
당기순이익(비지배)	-9							
자산총계	1,760	1,987	2,325		2,349	2,315	2,325	
부채총계	304	327	249		352	266	249	
자본총계	1,456	1,661	2,076		1,997	2,048	2,076	
자본총계(지배)	1,457	1,655	2,068		1,992	2,041	2,068	
자본총계(비지배)	-1							
자본금	47	47	55		52	55	55	
영업활동현금흐름	37	90	762		377	85	190	
투자활동현금흐름	40	-4	-322		-2	-27	-287	
재무활동현금흐름	-61	-41	18		49	-27	2	
CAPEX	26	14	22		2	7	8	
FCF	11	76	741		376	78	182	
이자발생부채	72	76	53		79	54	53	
영업이익률	20.08	20.86	25.59		29.47	17.87	21.99	
순이익률	16.95	16.51	20.80		23.52	19.85	11.16	
ROE(%)	19.78	16.67	19.94		24.64	21.95	19.94	
ROA(%)	15.62	13.57	17.34		21.07	19.02	17.34	
부채비율	20.85	19.68	12.01		17.62	12.99	12.01	
자본유보율	3,071.53	3,542.14	3,780.87		3,890.94	3,732.64	3,780.87	
EPS(원)	2,617	2,572	3,502		1,186	432	236	
PER(배)	7.29	4.68	4.60		4.63	4.42	4.60	
BPS(원)	15,170	17,534	19,970		19,239	19,717	19,970	
PBR(배)	1.26	0.69	0.81		1.04	0.87	0.81	
현금DPS(원)	188	281	400		0	0	400	
현금배당수익률	0.98	2.34	2.48					
현금배당성향(%)	6.82	10.20	11.16		0.00	0.00	159.64	
발행주식수(보통주)	10,085,151	10,085,151	11,000,000		11,000,000	11,000,000	11,000,000	
