	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,032	1,196	1,281		259	349	398	
영업이익	62	68	24		-19	23	35	
영업이익(발표기준)	62	68	24		-19	23	35	
세전계속사업이익	61	37	-95		-31	16	-61	
당기순이익	61	37	-95		-16	16	-75	
당기순이익(지배)	61	37	-98		-16	17	-79	
당기순이익(비지배)								
자산총계	956	1,005	1,525		1,393	1,489	1,525	
부채총계	639	635	1,142		1,020	1,099	1,142	
자본총계	317	370	383		374	390	383	
자본총계(지배)	317	370	367		359	377	367	
자본총계(비지배)								
자본금	323	356	413		356	356	413	
영업활동현금흐름	164	181	166		57	0	50	
투자활동현금흐름	17	-183	-484		-149	-83	-128	
재무활동현금흐름	-162	17	332		156	121	23	
CAPEX	82	213	499		141	84	132	
FCF	83	-32	-333		-84	-84	-82	
이자발생부채	461	443	798		725	827	798	
영업이익률	5.98	5.69	1.86		-7.42	6.66	8.83	
순이익률	5.87	3.11	-7.41		-6.26	4.66	-18.92	
ROE(%)	22.21		-26.47		-2.47	-4.38	-24.24	
ROA(%)	5.98		-7.50		-0.72	-1.35	-6.85	
부채비율	201.37	171.58	297.95		272.95	281.62	297.95	
자본유보율	-7.16	1.54	-19.67		-8.55	-3.78	-19.67	
EPS(원)	98	57	-137		-23	24	-109	
PER(배)	5.67	9.70	N/A		N/A	N/A	N/A	
BPS(원)	491	520	444		505	530	444	
PBR(배)	1.13	1.05	1.60		1.19	1.03	1.60	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	64,643,777	71,142,450	82,574,192		71,142,450	71,142,450	82,574,192	
