	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,077	950	793		127	218	246	
영업이익	-16	-21	-23		-32	12	6	
영업이익(발표기준)	-16	-21	-23		-32	12	6	
세전계속사업이익	-57	-58	-24		-33	11	5	
당기순이익	-71	-98	-30		-37	15	2	
당기순이익(지배)	-71	-99	-30		-37	15	2	
당기순이익(비지배)	-1							
자산총계	873	784	791		717	787	791	
부채총계	686	558	596		537	594	596	
자본총계	187	226	195		180	194	195	
자본총계(지배)	183	220	195		180	194	195	
자본총계(비지배)	5							
자본금	108	163	163		163	163	163	
영업활동현금흐름	66	-36	51		-14	53	29	
투자활동현금흐름	-42	-2	-24		16	-3	8	
재무활동현금흐름	-1	79	-39		-27	-4	-7	
CAPEX	67	32	22		6	5	1	
FCF	-1	-68	29		-20	48	28	
이자발생부채	334	300	317		326	325	317	
영업이익률	-1.47	-2.20	-2.93		-25.29	5.43	2.59	
순이익률	-6.62	-10.29	-3.72		-29.35	6.79	0.65	
ROE(%)	-27.56	-49.06	-14.22		-50.03	-42.22	-14.22	
ROA(%)	-7.55	-11.80	-3.75		-16.64	-13.72	-3.75	
부채비율	365.90	246.40	305.75		297.80	306.09	305.75	
자본유보율	79.60	35.64	19.95		7.49	16.56	19.95	
EPS(원)	-294	-347	-91		-114	45	5	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	759	676	597		553	594	597	
PBR(배)	1.92	0.78	0.98		1.12	0.89	0.98	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	24,070,205	32,628,051	32,628,051		32,628,051	32,628,051	32,628,051	
