	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	344	470	446		101	126	107	
영업이익	-28	20	29		4	10	10	
영업이익(발표기준)	-28	20	29		4	10	10	
세전계속사업이익	-8	44	56		9	13	17	
당기순이익	-4	39	48		4	12	16	
당기순이익(지배)	-4	39	48		4	12	16	
당기순이익(비지배)								
자산총계	1,016	1,059	1,174		1,147	1,141	1,174	
부채총계	139	153	220		231	201	220	
자본총계	877	907	954		917	939	954	
자본총계(지배)	877	907	954		917	939	954	
자본총계(비지배)								
자본금	105	105	107		105	107	107	
영업활동현금흐름	49	59	-22		6	-18	-7	
투자활동현금흐름	-136	-36	-42		-85	46	13	
재무활동현금흐름	88	-6	84		28	0	21	
CAPEX	9	6	9		4	-3	8	
FCF	40	53	-32		1	-16	-15	
이자발생부채	111	105	190		179	169	190	
영업이익률	-8.02	4.35	6.56		4.03	7.77	9.09	
순이익률	-1.06	8.35	10.69		4.29	9.11	14.82	
ROE(%)	-0.42	4.40	5.12		5.10	4.39	5.12	
ROA(%)	-0.38	3.78	4.26		4.08	3.60	4.26	
부채비율	15.85	16.83	23.11		25.16	21.42	23.11	
자본유보율	735.75	776.19	796.25		785.73	783.11	796.25	
EPS(원)	-18	188	226		21	55	74	
PER(배)	N/A	9.38	8.22		8.97	9.73	8.22	
BPS(원)	4,193	4,442	4,543		4,490	4,475	4,543	
PBR(배)	0.47	0.40	0.41		0.44	0.42	0.41	
현금DPS(원)	0	50			0			
현금배당수익률	0.00	2.84						
현금배당성향(%)	0.00	26.01			0.00	0.00		
발행주식수(보통주)	20,916,684	20,916,684	21,491,029		20,916,684	21,491,029	21,491,029	
