	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,786	2,820	3,380		855	884	802	
영업이익	98	135	257		61	90	62	
영업이익(발표기준)	98	135	257		61	90	62	
세전계속사업이익	43	120	215		55	91	33	
당기순이익	43	84	153		36	70	16	
당기순이익(지배)	36	84	153		36	70	16	
당기순이익(비지배)	6							
자산총계	2,219	1,967	2,467		2,434	2,465	2,467	
부채총계	1,525	1,240	1,579		1,627	1,582	1,579	
자본총계	694	727	888		807	883	888	
자본총계(지배)	687	727	888		807	883	888	
자본총계(비지배)	7							
자본금	59	59	59		59	59	59	
영업활동현금흐름	98	181	221		71	84	73	
투자활동현금흐름	-311	72	-223		-71	-4	-136	
재무활동현금흐름	162	-278	158		54	24	-26	
CAPEX	115	59	177		19	70	75	
FCF	-17	123	44		51	14	-2	
이자발생부채	965	752	961		921	1,004	961	
영업이익률	5.50	4.79	7.60		7.18	10.15	7.76	
순이익률	2.38	2.99	4.54		4.21	7.89	1.94	
ROE(%)	5.92	11.94	19.00		11.71	16.91	19.00	
ROA(%)	2.37	4.04	6.92		3.75	6.02	6.92	
부채비율	219.60	170.53	177.86		201.56	179.03	177.86	
자본유보율	1,083.24	1,195.28	1,453.59		1,318.66	1,437.88	1,453.59	
EPS(원)	374	722	1,311		307	596	133	
PER(배)	14.98	5.03	6.46		6.35	5.49	6.46	
BPS(원)	5,872	6,487	7,921		7,201	7,882	7,921	
PBR(배)	0.95	0.56	1.07		0.69	0.82	1.07	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	11,703,721	11,703,721	11,703,721		11,703,721	11,703,721	11,703,721	
