	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	599	605	709		345	110	87	
영업이익	16	19	10		25	-19	-2	
영업이익(발표기준)	16	19	10		25	-19	-2	
세전계속사업이익	12	8	1		23	-26	1	
당기순이익	11	3	-1		20	-24	0	
당기순이익(지배)	11	3	-1		20	-24	0	
당기순이익(비지배)								
자산총계	935	940	917		1,236	963	917	
부채총계	471	458	437		733	484	437	
자본총계	464	483	480		503	479	480	
자본총계(지배)	464	483	480		503	479	480	
자본총계(비지배)								
자본금	252	260	260		260	260	260	
영업활동현금흐름	65	39	-25		-107	223	3	
투자활동현금흐름	-58	-40	53		0	-24	70	
재무활동현금흐름	15	4	-50		106	-206	-75	
CAPEX	31	8	5		0	4	0	
FCF	34	31	-29		-107	219	2	
이자발생부채	292	278	231		516	311	231	
영업이익률	2.69	3.13	1.37		7.25	-17.12	-2.61	
순이익률	1.75	0.54	-0.18		5.82	-21.93	-0.30	
ROE(%)	2.50	0.69	-0.27		-1.71	-3.25	-0.27	
ROA(%)	1.16	0.35	-0.14		-0.73	-1.67	-0.14	
부채비율	101.37	94.87	91.16		145.66	101.00	91.16	
자본유보율	85.08	88.63	88.14		97.56	88.24	88.14	
EPS(원)	230	64	-25		386	-466	-5	
PER(배)	49.91	364.98	N/A		N/A	N/A	N/A	
BPS(원)	9,202	9,294	9,238		9,691	9,225	9,238	
PBR(배)	1.25	2.50	1.66		2.41	2.17	1.66	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	5,044,441	5,192,239	5,192,239		5,192,239	5,192,239	5,192,239	
