	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	71	298	103		25	26	26	
영업이익	-69	16	-47		-13	-11	-12	
영업이익(발표기준)	-69	16	-47		-13	-11	-12	
세전계속사업이익	-86	17	-93		-51	-15	-12	
당기순이익	-86	17	-93		-51	-15	-12	
당기순이익(지배)	-86	17	-93		-51	-15	-12	
당기순이익(비지배)								
자산총계	287	476	332		428	351	332	
부채총계	47	195	125		193	131	125	
자본총계	240	280	208		235	220	208	
자본총계(지배)	240	280	208		235	220	208	
자본총계(비지배)								
자본금	140	140	145		145	145	145	
영업활동현금흐름	-66	1	-5		14	-12	12	
투자활동현금흐름	15	10	0		1	0	-1	
재무활동현금흐름	50	147	-71		20	-62	-2	
CAPEX	7	0	0		0	0		
FCF	-73	1	-5		14	-13	12	
이자발생부채	31	158	114		167	112	114	
영업이익률	-96.68	5.34	-45.27		-54.27	-41.33	-45.05	
순이익률	-121.32	5.80	-90.49		-207.14	-56.64	-44.56	
ROE(%)		6.66	-38.25		-25.11	-31.27	-38.25	
ROA(%)		4.54	-23.09		-14.97	-20.39	-23.09	
부채비율	19.82	69.79	60.01		82.22	59.62	60.01	
자본유보율	69.36	99.42	42.55		60.81	50.57	42.55	
EPS(원)	-308	62	-323		-178	-51	-40	
PER(배)	N/A	62.00	N/A		N/A	N/A	N/A	
BPS(원)	855	1,000	714		807	756	714	
PBR(배)	3.39	3.83	4.40		3.37	4.74	4.40	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)			29,083,136		29,083,136	29,083,136	29,083,136	
