	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	155	198	300	533			110	128
영업이익	41	56	71	124			21	29
영업이익(발표기준)	41	56	71				21	
세전계속사업이익	43	63	92	143			23	
당기순이익	34	48	72	113			18	29
당기순이익(지배)	34	48	73	108			18	26
당기순이익(비지배)								
자산총계	285	335	678	805		678	685	
부채총계	97	64	123	156		123	127	
자본총계	188	270	555	649		555	557	
자본총계(지배)	188	269	554	648		554	557	
자본총계(비지배)								
자본금	12	13	40	40		40	40	
영업활동현금흐름	44	51	57	134			4	
투자활동현금흐름	-66	-18	-318	-78			4	
재무활동현금흐름	-17	-20	243	-23			-3	
CAPEX	18	10	66	52			24	
FCF	25	40	-9	76		0	-19	
이자발생부채	71	24	54			54	51	
영업이익률	26.71	28.24	23.73	23.37			19.34	22.75
순이익률	21.60	24.28	24.16	21.15			16.60	22.75
ROE(%)	19.56		17.63	18.01				
ROA(%)	12.24		14.29	15.19				
부채비율	51.79	23.81	22.17	24.09		22.17	22.81	
자본유보율	1,462.92	2,026.26	1,305.46			1,305.46	1,311.88	
EPS(원)	559	806	1,091	1,365			232	328
PER(배)			10.72	10.22				
BPS(원)	3,126	4,273	6,987	8,257		6,987	7,034	
PBR(배)	0.00	0.00	1.67	1.69		1.67	1.51	
현금DPS(원)	40	40	200	240	0	200		
현금배당수익률			1.71	1.72				
현금배당성향(%)	7.16	5.21	21.86	17.58				
발행주식수(보통주)	6,000,000	6,300,000	7,929,338		6,300,000	7,929,338	7,929,338	
