	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,854	3,202	3,125		754	820	672	
영업이익	-67	39	5		-21	59	-73	
영업이익(발표기준)	-67	39	5		-21	59	-73	
세전계속사업이익	-75	7	107		-41	70	56	
당기순이익	-65	67	97		-33	54	62	
당기순이익(지배)	-65	67	97		-33	54	62	
당기순이익(비지배)								
자산총계	3,243	3,344	2,877		3,098	3,149	2,877	
부채총계	1,314	1,375	828		1,153	1,149	828	
자본총계	1,928	1,969	2,049		1,945	2,000	2,049	
자본총계(지배)	1,928	1,969	2,049		1,945	2,000	2,049	
자본총계(비지배)								
자본금	1,012	1,012	1,012		1,012	1,012	1,012	
영업활동현금흐름	81	-143	312		72	70	97	
투자활동현금흐름	-178	10	362		55	-90	191	
재무활동현금흐름	68	100	-513		-90	-17	-177	
CAPEX	49	58	16		4	3	5	
FCF	32	-201	296		68	67	92	
이자발생부채	794	891	477		657	658	477	
영업이익률	-2.35	1.23	0.16		-2.73	7.19	-10.85	
순이익률	-2.28	2.09	3.09		-4.42	6.56	9.18	
ROE(%)	-3.32	3.43	4.81		2.61	3.29	4.81	
ROA(%)	-2.08	2.03	3.11		1.58	1.95	3.11	
부채비율	68.15	69.86	40.43		59.27	57.47	40.43	
자본유보율	88.31	94.10	103.61		92.22	97.50	103.61	
EPS(원)	-32	33	48		-16	27	30	
PER(배)	N/A	22.30	18.93		43.03	33.58	18.93	
BPS(원)	953	973	1,012		961	988	1,012	
PBR(배)	0.97	0.76	0.89		1.11	1.09	0.89	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	202,424,960	202,424,960	202,424,960		202,424,960	202,424,960	202,424,960	
