	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,296	1,782	1,255		273	313	332	
영업이익	111	100	10		-25	11	13	
영업이익(발표기준)	111	100	10		-25	11	13	
세전계속사업이익	47	48	-62		-23	-50	9	
당기순이익	41	53	-33		-23	-19	9	
당기순이익(지배)	41	53	-33		-23	-19	9	
당기순이익(비지배)								
자산총계	2,485	2,572	2,423		2,518	2,423	2,399	
부채총계	1,263	1,305	1,203		1,266	1,203	1,207	
자본총계	1,222	1,267	1,220		1,252	1,220	1,192	
자본총계(지배)	1,222	1,267	1,220		1,252	1,220	1,192	
자본총계(비지배)								
자본금	67	67	67		67	67	67	
영업활동현금흐름	-19	124	80		13	88	110	
투자활동현금흐름	-192	-223	36		20	34	-4	
재무활동현금흐름	290	54	-48		-12	-49	-101	
CAPEX	171	187	27		0	9	6	
FCF	-191	-62	53		13	79	105	
이자발생부채	989	1,054	1,029		1,071	1,029	964	
영업이익률	8.58	5.62	0.76		-9.31	3.42	3.85	
순이익률	3.16	3.00	-2.64		-8.56	-5.93	2.70	
ROE(%)	3.87	4.29						
ROA(%)	1.77	2.11						
부채비율	103.35	103.02	98.66		101.10	98.66	101.22	
자본유보율	1,721.61	1,789.48	1,734.84		1,767.67	1,734.84	1,748.18	
EPS(원)	364	398	-247		-174	-138	67	
PER(배)	34.46	18.82	N/A				N/A	
BPS(원)	9,108	9,442	9,230		9,333	9,230	9,630	
PBR(배)	1.38	0.79	0.70		0.56	0.70	0.47	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	13,415,919	13,415,919	13,415,919		13,415,919	13,415,919	13,415,919	
