	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,053	2,099	2,042		545	494	474	
영업이익	102	60	46		16	-1	18	
영업이익(발표기준)	102	60	46		16	-1	18	
세전계속사업이익	45	30	11		10	-6	1	
당기순이익	40	21	7		8	-6	-3	
당기순이익(지배)	40	21	7		8	-6	-3	
당기순이익(비지배)								
자산총계	1,511	1,573	1,480		1,558	1,512	1,480	
부채총계	820	849	759		821	777	759	
자본총계	690	724	722		738	735	722	
자본총계(지배)	690	724	722		738	735	722	
자본총계(비지배)								
자본금	387	387	387		387	387	387	
영업활동현금흐름	98	-19	144		36	80	34	
투자활동현금흐름	-33	-78	-38		-10	-28	6	
재무활동현금흐름	-61	80	-68		-8	-59	-25	
CAPEX	27	77	37		11	28	-10	
FCF	71	-97	108		26	52	44	
이자발생부채	523	583	527		607	538	527	
영업이익률	4.99	2.86	2.25		2.99	-0.16	3.86	
순이익률	1.96	1.01	0.34		1.52	-1.17	-0.56	
ROE(%)	7.30	3.01	0.96		0.71	-0.18	0.59	
ROA(%)	2.75	1.38	0.46		0.33	-0.09	0.28	
부채비율	118.79	117.15	105.15		111.26	105.72	105.15	
자본유보율	58.70	67.30	66.41		70.58	69.78	66.41	
EPS(원)	57	28	9		11	-7	-3	
PER(배)	17.16	35.63	110.81		152.27	N/A	181.56	
BPS(원)	902	946	942		963	960	942	
PBR(배)	1.08	1.04	1.05		1.05	1.02	1.05	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	73,112,826	73,112,826	73,112,826		73,112,826	73,112,826	73,112,826	
