	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	162	165	197				57	
영업이익	11	17	29				0	
영업이익(발표기준)	11	17	29				0	
세전계속사업이익	13	18	31				1	
당기순이익	12	15	27				1	
당기순이익(지배)	12	15	27				1	
당기순이익(비지배)								
자산총계	107	148	179			179	277	
부채총계	37	63	69			69	60	
자본총계	70	85	111			111	217	
자본총계(지배)	70	85	111			111	217	
자본총계(비지배)								
자본금	17	17	17			17	21	
영업활동현금흐름	18	15	48				-3	
투자활동현금흐름	-12	0	-61				-91	
재무활동현금흐름	-11	3	-1				105	
CAPEX	1	4	4				0	
FCF	17	11	44			0	-3	
이자발생부채	6	8	9			9	9	
영업이익률	6.52	10.36	14.77				0.59	
순이익률	7.17	9.09	13.52				1.42	
ROE(%)	17.88	19.45	27.29					
ROA(%)	11.62	11.80	16.29					
부채비율	52.94	74.74	61.96			61.96	27.73	
자본유보율	311.88	392.65	544.47			544.47	905.36	
EPS(원)	341	443	784				21	
PER(배)		13.01	18.49					
BPS(원)	2,059	2,492	3,255			3,255	5,055	
PBR(배)	0.00	2.31	4.46			4.46	1.51	
현금DPS(원)	50	25	50		0	50		
현금배당수익률		0.43	0.34					
현금배당성향(%)	14.65	5.65	6.38					
발행주식수(보통주)	3,400,000	3,400,000	3,400,000		3,400,000	3,400,000	4,292,500	
