	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	178	168	294		70	80	82	
영업이익	-38	-26	18		6	3	2	
영업이익(발표기준)	-38	-26	18		6	3	2	
세전계속사업이익	-14	-104	16		6	3	1	
당기순이익	-37	-104	16		6	3	1	
당기순이익(지배)	-37	-104	16		6	3	1	
당기순이익(비지배)								
자산총계	463	406	442		426	428	442	
부채총계	380	195	215		203	201	215	
자본총계	82	211	228		223	227	228	
자본총계(지배)	82	211	228		223	227	228	
자본총계(비지배)								
자본금	38	181	181		181	181	181	
영업활동현금흐름	16	7	-20		-11	3	0	
투자활동현금흐름	46	-6	10		3	-2	0	
재무활동현금흐름	-44	-5	25		0	0	25	
CAPEX	3	5	6		2	2	1	
FCF	13	2	-26		-13	1	-1	
이자발생부채	0	145	170		145	145	170	
영업이익률	-21.19	-15.73	6.25		8.85	4.28	3.00	
순이익률	-21.06	-61.93	5.59		8.31	3.93	1.10	
ROE(%)	-41.73	-70.71	7.47		-52.04	-46.04	7.47	
ROA(%)	-7.22	-23.92	3.87		-17.28	-14.89	3.87	
부채비율	461.11	92.00	94.29		90.95	88.77	94.29	
자본유보율	99.08	4.93	13.91		11.45	13.25	13.91	
EPS(원)	-2,386	-1,929	45		16	9	2	
PER(배)	N/A	N/A	38.70		N/A	N/A	38.70	
BPS(원)	5,474	586	631		619	628	631	
PBR(배)	0.26	2.44	2.78		3.42	2.64	2.78	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	1,597,467	36,192,257	36,192,257		36,192,257	36,192,257	36,192,257	
