	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	277	283	370		79	118	49	
영업이익	-38	-55	30		8	12	-7	
영업이익(발표기준)	-38	-55	30		8	12	-7	
세전계속사업이익	-52	-67	32		9	9	-4	
당기순이익	-53	-67	32		9	9	-4	
당기순이익(지배)	-53	-67	32		9	9	-4	
당기순이익(비지배)								
자산총계	444	479	484		435	484	492	
부채총계	217	296	275		232	275	292	
자본총계	227	183	209		203	209	200	
자본총계(지배)	227	183	209		203	209	200	
자본총계(비지배)								
자본금	44	44	44		44	44	44	
영업활동현금흐름	-17	-37	54		-19	43	-27	
투자활동현금흐름	23	15	-7		-1	-5	-3	
재무활동현금흐름	-6	19	-27		-3	-5	-3	
CAPEX	4	2	4		0	3	1	
FCF	-21	-39	49		-19	40	-28	
이자발생부채	164	187	168		169	168	166	
영업이익률	-13.86	-19.43	8.17		9.89	10.48	-14.84	
순이익률	-19.01	-23.85	8.73		11.47	7.71	-8.94	
ROE(%)	-20.76	-32.91	16.48		-3.84	16.48	10.85	
ROA(%)	-11.13	-14.62	6.70		-1.69	6.70	4.46	
부채비율	95.52	162.04	131.85		113.94	131.85	145.94	
자본유보율	351.29	182.32	242.09		229.63	242.09	222.14	
EPS(원)	-600	-769	368		104	104	-50	
PER(배)	N/A	N/A	8.26		N/A	8.26	10.74	
BPS(원)	2,592	2,083	2,381		2,318	2,381	2,281	
PBR(배)	1.24	0.82	1.28		1.04	1.28	1.13	
현금DPS(원)	0	0	50		0	50		
현금배당수익률	0.00	0.00	1.64					
현금배당성향(%)	0.00	0.00	13.59		0.00	48.20		
발행주식수(보통주)	8,769,174	8,769,174	8,769,174		8,769,174	8,769,174	8,769,174	
