	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	408	425	385		85	87	86	
영업이익	23	31	15		1	-9	3	
영업이익(발표기준)	23	31	15		1	-9	3	
세전계속사업이익	28	43	25		4	-8	6	
당기순이익	23	34	22		3	-4	5	
당기순이익(지배)	23	34	22		3	-4	5	
당기순이익(비지배)								
자산총계	686	684	696		702	696	694	
부채총계	114	84	79		79	79	80	
자본총계	572	600	616		623	616	614	
자본총계(지배)	572	600	616		623	616	614	
자본총계(비지배)								
자본금	63	63	63		63	63	63	
영업활동현금흐름	42	18	23		4	-1	2	
투자활동현금흐름	-11	-56	-20		-10	-6	-7	
재무활동현금흐름	-6	-6	-7		0	0	0	
CAPEX	20	10	28		10	14	1	
FCF	22	9	-5		-7	-15	1	
이자발생부채	0	0	1		1	1	1	
영업이익률	5.67	7.23	3.91		1.00	-10.36	3.42	
순이익률	5.62	8.09	5.68		4.07	-5.10	5.79	
ROE(%)	4.07	5.87	3.59		5.84	3.59	2.56	
ROA(%)	3.46	5.02	3.17		5.13	3.17	2.21	
부채비율	19.92	14.05	12.86		12.67	12.86	13.04	
자본유보율	805.61	850.17	874.84		881.86	874.84	872.74	
EPS(원)	182	273	173		27	-35	40	
PER(배)	17.52	25.66	32.59		29.74	32.59	26.41	
BPS(원)	4,540	4,760	4,891		4,944	4,891	4,875	
PBR(배)	0.70	1.47	1.16		1.69	1.16	0.67	
현금DPS(원)	50	50	50		0	50		
현금배당수익률	1.57	0.71	0.88					
현금배당성향(%)	27.46	18.33	28.84		0.00	-142.54		
발행주식수(보통주)	12,600,000	12,600,000	12,600,000		12,600,000	12,600,000	12,600,000	
