	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,914	4,132	4,372		1,126	1,097	1,092	
영업이익	81	171	129		49	37	3	
영업이익(발표기준)	81	171	129		49	37	3	
세전계속사업이익	51	154	108		43	19	20	
당기순이익	15	98	50		11	14	3	
당기순이익(지배)	15	98	50		11	14	3	
당기순이익(비지배)	0							
자산총계	2,787	3,048	3,142		3,129	3,193	3,142	
부채총계	1,778	1,925	1,974		1,992	2,034	1,974	
자본총계	1,009	1,122	1,168		1,137	1,159	1,168	
자본총계(지배)	1,006	1,119	1,165		1,134	1,156	1,165	
자본총계(비지배)	3							
자본금	223	223	223		223	223	223	
영업활동현금흐름	-12	214	-67		84	-27	43	
투자활동현금흐름	3	-6	-119		-50	-44	-25	
재무활동현금흐름	10	-65	101		-29	69	-23	
CAPEX	28	31	86		16	33	22	
FCF	-40	184	-154		69	-60	22	
이자발생부채	1,284	1,229	1,352		1,321	1,380	1,352	
영업이익률	2.07	4.13	2.94		4.37	3.38	0.32	
순이익률	0.38	2.36	1.15		1.02	1.25	0.27	
ROE(%)	1.52	9.19	4.42		9.41	7.64	4.42	
ROA(%)	0.53	3.34	1.63		3.39	2.76	1.63	
부채비율	176.16	171.53	168.92		175.15	175.51	168.92	
자본유보율	331.36	369.24	382.91		372.03	378.08	382.91	
EPS(원)	67	425	219		50	60	13	
PER(배)	27.58	4.57	12.40		5.44	7.44	12.40	
BPS(원)	4,645	5,090	5,299		5,157	5,257	5,299	
PBR(배)	0.40	0.38	0.51		0.47	0.52	0.51	
현금DPS(원)	0	78	29		0	0	29	
현금배당수익률	0.00	4.00	1.07					
현금배당성향(%)	0.00	17.47	12.68		0.00	0.00	214.36	
발행주식수(보통주)	23,000,000	23,000,000	23,000,000		23,000,000	23,000,000	23,000,000	
