	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	812	2,113	1,451		203	623	527	
영업이익	-51	137	85		12	32	44	
영업이익(발표기준)	-51	137	85		12	32	44	
세전계속사업이익	-282	97	62		29	12	127	
당기순이익	-321	0	-21		30	-46	85	
당기순이익(지배)	-320	1	-21		29	-47	86	
당기순이익(비지배)	-1							
자산총계	1,675	1,415	2,178		1,943	2,178	2,048	
부채총계	1,452	1,060	1,760		1,493	1,760	1,542	
자본총계	222	355	418		450	418	506	
자본총계(지배)	224	358	421		453	421	508	
자본총계(비지배)	-2							
자본금	70	77	80		80	80	80	
영업활동현금흐름	-271	189	-185		-11	-13	-72	
투자활동현금흐름	-344	-139	144		14	-6	43	
재무활동현금흐름	637	-112	211		-28	187	-78	
CAPEX	311	131	34		-8	20	0	
FCF	-582	58	-219		-3	-33	-72	
이자발생부채	938	704	794		671	794	718	
영업이익률	-6.34	6.48	5.85		6.12	5.12	8.40	
순이익률	-39.58	0.02	-1.44		14.56	-7.42	16.20	
ROE(%)	-87.61	0.42	-5.42		-8.53	-5.42	13.69	
ROA(%)	-21.45	0.02	-1.16		-2.02	-1.16	3.30	
부채비율	653.45	298.33	420.77		331.84	420.77	305.05	
자본유보율	162.25	310.31	430.10		470.84	430.10	535.55	
EPS(원)	-2,344	8	-133		184	-292	534	
PER(배)	N/A	1,477.45	N/A		N/A	N/A	17.95	
BPS(원)	1,608	2,320	2,625		2,826	2,625	3,168	
PBR(배)	8.43	5.26	4.69		4.60	4.69	2.14	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	13,930,034	15,424,784	16,026,971		16,026,971	16,026,971	16,026,971	
