	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	293	333	395		49	113	161	
영업이익	12	32	34		0	1	17	
영업이익(발표기준)	12	32	34		0	1	17	
세전계속사업이익	15	34	36		0	1	17	
당기순이익	12	27	28		0	1	14	
당기순이익(지배)	12	27	28		0	1	14	
당기순이익(비지배)								
자산총계	285	311	355		319	317	355	
부채총계	103	117	148		131	128	148	
자본총계	182	194	207		188	189	207	
자본총계(지배)	182	194	207		188	189	207	
자본총계(비지배)								
자본금	60	60	60		60	60	60	
영업활동현금흐름	9	65	9		-20	-24	60	
투자활동현금흐름	-24	-22	-12		0	0	-11	
재무활동현금흐름	-8	-11	-26		-25	-1	0	
CAPEX	24	2	1		0	0	0	
FCF	-15	63	8		-20	-24	60	
이자발생부채	0	0	1		3	3	1	
영업이익률	4.03	9.50	8.69		-0.39	0.52	10.41	
순이익률	4.18	8.03	7.16		0.30	0.48	8.58	
ROE(%)	6.83	14.21	14.10		16.01	13.74	14.10	
ROA(%)	4.38	8.97	8.49		10.74	9.03	8.49	
부채비율	56.66	60.26	71.68		69.86	67.74	71.68	
자본유보율	204.06	231.74	236.53		213.20	214.01	236.53	
EPS(원)	102	223	236		1	5	115	
PER(배)	41.68	19.09	19.09		20.61	18.96	19.09	
BPS(원)	1,517	1,619	1,724		1,563	1,576	1,724	
PBR(배)	2.81	2.63	2.61		3.25	2.59	2.61	
현금DPS(원)	90	200	220		0	0	220	
현금배당수익률	2.11	4.70	4.89					
현금배당성향(%)	88.06	89.74	93.32		0.00	0.00	191.45	
발행주식수(보통주)	12,000,000	12,000,000	12,000,000		12,000,000	12,000,000	12,000,000	
