	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	62	80	186	291			74	
영업이익	5	-8	43	92			22	
영업이익(발표기준)	5	-8	43				22	
세전계속사업이익	3	-73	46	98			21	
당기순이익	3	-74	44	91			18	
당기순이익(지배)	3	-74	44	91			18	
당기순이익(비지배)								
자산총계	99	215	349	453		253	349	
부채총계	59	106	103	116		106	103	
자본총계	39	109	246	338		147	246	
자본총계(지배)	39	109	246	338		147	246	
자본총계(비지배)								
자본금	11	26	29	29		26	29	
영업활동현금흐름	0	-3	32	85			26	
투자활동현금흐름	-12	-77	5	-30			-1	
재무활동현금흐름	28	85	81	-4			79	
CAPEX	8	50	21	27			1	
FCF	-8	-53	11	58		0	25	
이자발생부채	39	69	67			68	67	
영업이익률	7.44	-10.45	23.11	31.64			29.40	
순이익률	5.07	-92.21	23.52	31.38			23.89	
ROE(%)	8.37	-99.19	24.53	31.26				
ROA(%)	3.85	-47.04	15.46	22.74				
부채비율	150.55	96.55	41.92	34.22		72.40	41.92	
자본유보율	264.79	306.17	707.42			425.26	707.42	
EPS(원)	73	-1,503	832	1,538			325	
PER(배)		N/A	15.87	21.71				
BPS(원)	912	2,118	4,229	5,657		2,818	4,229	
PBR(배)	0.00	7.27	3.12	5.90		5.22	3.12	
현금DPS(원)	0	0	0	0	0	0	0	
현금배당수익률		0.00	0.00	0.00				
현금배당성향(%)	0.00	0.00						
발행주식수(보통주)	4,051,180	5,166,341	5,822,956		5,204,956	5,204,956	5,822,956	
