	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	236	301	351		89	95	88	
영업이익	-8	11	31		9	5	6	
영업이익(발표기준)	-8	11	31		9	5	6	
세전계속사업이익	7	10	95		74	4	6	
당기순이익	5	10	76		58	4	4	
당기순이익(지배)	5	10	76		58	4	4	
당기순이익(비지배)								
자산총계	353	350	434		368	434	438	
부채총계	171	160	168		106	168	178	
자본총계	182	190	266		262	266	260	
자본총계(지배)	182	190	266		262	266	260	
자본총계(비지배)								
자본금	50	50	50		50	50	50	
영업활동현금흐름	-2	14	34		18	-3	3	
투자활동현금흐름	-2	-3	-81		-7	-69	-4	
재무활동현금흐름	5	-12	50		-2	60	-1	
CAPEX	2	3	82		7	69	5	
FCF	-4	11	-48		10	-73	-2	
이자발생부채	37	25	81		21	81	81	
영업이익률	-3.25	3.69	8.84		10.10	5.01	6.29	
순이익률	2.27	3.18	21.51		65.19	3.99	5.08	
ROE(%)	2.99	5.15					31.98	
ROA(%)	1.53	2.72					18.36	
부채비율	94.07	83.99	63.24		40.57	63.24	68.23	
자본유보율	263.93	280.54	431.68		423.99	431.68	420.66	
EPS(원)	54	96	755		578	38	45	
PER(배)	30.60	23.44	5.16			5.16	3.63	
BPS(원)	1,820	1,903	2,658		2,620	2,658	2,603	
PBR(배)	0.90	1.18	1.47		0.96	1.47	1.02	
현금DPS(원)	0	0	100		0	100		
현금배당수익률	0.00	0.00	2.56					
현금배당성향(%)	0.00	0.00	13.24		0.00	262.77		
발행주식수(보통주)	10,000,000	10,000,000	10,000,000		10,000,000			
