	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,019	846	1,578		384	405	344	
영업이익	33	4	72		12	4	26	
영업이익(발표기준)	33	4	72		12	4	26	
세전계속사업이익	33	88	20		3	-23	32	
당기순이익	29	67	1		3	-27	28	
당기순이익(지배)	29	67	1		3	-27	28	
당기순이익(비지배)								
자산총계	1,105	2,049	1,832		1,950	1,832	2,025	
부채총계	181	1,060	828		919	828	993	
자본총계	924	990	1,004		1,031	1,004	1,032	
자본총계(지배)	924	990	1,004		1,031	1,004	1,032	
자본총계(비지배)								
자본금	270	270	270		270	270	270	
영업활동현금흐름	66	23	126		-5	66	82	
투자활동현금흐름	9	-661	13		8	-8	-7	
재무활동현금흐름	-21	645	-142		-1	-42	-14	
CAPEX	16	9	18		2	6	2	
FCF	50	15	108		-6	60	80	
이자발생부채	24	731	592		634	592	578	
영업이익률	3.24	0.50	4.59		3.17	0.97	7.53	
순이익률	2.84	7.86	0.09		0.71	-6.78	8.24	
ROE(%)	3.15	6.95	0.15		8.06	0.15	1.60	
ROA(%)	2.64	4.22	0.08		5.20	0.08	0.78	
부채비율	19.54	107.03	82.51		89.16	82.51	96.23	
자본유보율	244.70	268.25	271.99		278.83	271.99	280.49	
EPS(원)	54	123	3		5	-51	53	
PER(배)	26.30	13.39	939.72		10.41	939.72	39.75	
BPS(원)	1,796	1,924	1,951		2,003	1,951	2,005	
PBR(배)	0.78	0.86	1.30		0.77	1.30	0.60	
현금DPS(원)	0	0	10		0	10		
현금배당수익률	0.00	0.00	0.40					
현금배당성향(%)	0.00	0.00	353.95		0.00	-18.74		
발행주식수(보통주)	53,985,163	53,985,163	53,985,163		53,985,163	53,985,163	53,985,163	
