	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	515	500	752		142	336	224	
영업이익	-4	18	65		10	47	15	
영업이익(발표기준)	-4	18	65		10	47	15	
세전계속사업이익	-22	22	52		9	46	5	
당기순이익	-19	20	42		9	41	-1	
당기순이익(지배)	-19	20	42		9	41	-1	
당기순이익(비지배)								
자산총계	285	245	468		366	568	468	
부채총계	295	226	370		308	469	370	
자본총계	-11	20	99		57	99	99	
자본총계(지배)	-11	20	99		57	99	99	
자본총계(비지배)								
자본금	13	13	14		14	14	14	
영업활동현금흐름	-34	15	25		75	-85	83	
투자활동현금흐름	-1	-21	-62		-9	-32	-20	
재무활동현금흐름	42	30	38		-15	67	-30	
CAPEX	3	2	65		16	28	19	
FCF	-37	13	-40		59	-113	64	
이자발생부채	129	160	177		126	194	177	
영업이익률	-0.77	3.62	8.58		6.77	13.91	6.75	
순이익률	-3.67	4.05	5.61		6.20	12.32	-0.38	
ROE(%)	-54.28	436.59	71.24		25.65	87.06	71.24	
ROA(%)	-6.73	7.64	11.82		2.59	11.46	11.82	
부채비율	-2,799.32	1,138.26	374.97		537.46	474.73	374.97	
자본유보율	-184.01	45.27	594.18		298.88	595.22	594.18	
EPS(원)	-58	55	114		24	112	-2	
PER(배)					10.85	2.01	1.94	
BPS(원)	-31	54	266		154	266	266	
PBR(배)								
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	31,066,062	31,066,062	34,602,271		34,602,271	34,602,271	34,602,271	
