	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,461	1,233	1,083		273	192	354	
영업이익	-67	29	5		-5	-5	15	
영업이익(발표기준)	-67	29	5		-5	-5	15	
세전계속사업이익	-54	193	12		-4	-4	16	
당기순이익	-51	177	13		-4	-3	18	
당기순이익(지배)	-51	177	13		-4	-3	18	
당기순이익(비지배)								
자산총계	755	787	824		814	774	824	
부채총계	490	347	381		375	338	381	
자본총계	266	441	443		439	436	443	
자본총계(지배)	266	441	443		439	436	443	
자본총계(비지배)								
자본금	405	405	405		405	405	405	
영업활동현금흐름	105	193	122		103	-22	182	
투자활동현금흐름	-41	-82	-9		1	2	-12	
재무활동현금흐름	-98	-29	-24		-2	2	-4	
CAPEX	3	3	1		0	0	1	
FCF	101	190	120		103	-22	181	
이자발생부채	47	18	14		15	17	14	
영업이익률	-4.58	2.35	0.42		-1.97	-2.43	4.26	
순이익률	-3.50	14.35	1.21		-1.64	-1.54	5.07	
ROE(%)	-18.59	50.09	2.96		2.27	-1.00	2.96	
ROA(%)	-5.72	22.94	1.62		1.11	-0.51	1.62	
부채비율	184.31	78.61	86.00		85.31	77.58	86.00	
자본유보율	-39.43	8.95	9.54		8.52	7.72	9.54	
EPS(원)	-127	437	32		-11	-7	44	
PER(배)	N/A	3.13	56.74		55.00	N/A	56.74	
BPS(원)	656	1,090	1,095		1,085	1,077	1,095	
PBR(배)	2.00	1.26	1.68		1.23	1.76	1.68	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	40,464,034	40,464,034	40,464,034		40,464,034	40,464,034	40,464,034	
