	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	320	312	301		80	66	77	
영업이익	15	21	26		6	2	10	
영업이익(발표기준)	15	21	26		6	2	10	
세전계속사업이익	12	33	13		4	10	-5	
당기순이익	12	26	8		3	8	-9	
당기순이익(지배)	12	26	8		3	8	-9	
당기순이익(비지배)								
자산총계	495	540	632		643	652	632	
부채총계	186	135	162		203	174	162	
자본총계	309	405	470		440	479	470	
자본총계(지배)	309	405	470		440	479	470	
자본총계(비지배)								
자본금	163	169	173		171	173	173	
영업활동현금흐름	-37	50	92		23	-20	14	
투자활동현금흐름	7	-46	-147		20	-64	26	
재무활동현금흐름	-17	-21	79		3	-3	-3	
CAPEX	15	71	31		20	0	10	
FCF	-52	-21	61		3	-20	4	
이자발생부채	164	93	135		165	136	135	
영업이익률	4.58	6.66	8.49		8.08	2.65	13.10	
순이익률	3.81	8.38	2.55		3.86	12.37	-11.74	
ROE(%)	4.96	7.34	1.75		9.81	8.89	1.75	
ROA(%)	2.37	5.06	1.31		6.37	6.44	1.31	
부채비율	60.24	33.41	34.57		46.10	36.27	34.57	
자본유보율	157.24	201.00	232.78		221.92	238.10	232.78	
EPS(원)	39	80	22		9	23	-26	
PER(배)	135.65	68.09	627.98		161.82	114.00	627.98	
BPS(원)	948	1,201	1,356		1,287	1,382	1,356	
PBR(배)	5.56	4.51	10.36		13.79	9.08	10.36	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	32,574,192	33,718,859	34,645,692		34,184,459	34,637,192	34,645,692	
