	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	305	415	667		170	171	162	
영업이익	-28	-12	50		22	16	119	
영업이익(발표기준)	-28	-12	50		22	16	119	
세전계속사업이익	-662	226	-23		100	-120	35	
당기순이익	-654	231	-2		92	-119	74	
당기순이익(지배)	-648	241	12		99	-135	93	
당기순이익(비지배)	-6							
자산총계	2,235	1,401	1,448		2,006	1,806	1,448	
부채총계	1,420	925	956		1,332	1,233	956	
자본총계	815	476	492		674	573	492	
자본총계(지배)	814	435	446		364	229	446	
자본총계(비지배)	2							
자본금	121	122	122		122	122	122	
영업활동현금흐름	-53	-171	239		14	43	21	
투자활동현금흐름	-1,459	511	-16		-140	132	39	
재무활동현금흐름	1,679	-469	-128		109	-88	-94	
CAPEX	1	4	9		1	2	4	
FCF	-54	-175	231		13	41	17	
이자발생부채	701	490	388		522	438	388	
영업이익률	-9.28	-2.88	7.46		12.78	9.41	73.73	
순이익률	-214.09	55.54	-0.29		54.03	-69.68	45.63	
ROE(%)	-99.91	38.67	2.76		56.60	33.34	2.76	
ROA(%)	-44.97	12.69	-0.13		20.59	11.05	-0.13	
부채비율	174.22	194.43	194.47		197.72	215.17	194.47	
자본유보율	502.24	764.34	774.26		790.86	680.65	774.26	
EPS(원)	-3,197	978	49		399	-543	373	
PER(배)	N/A	0.55	10.96		0.31	0.56	10.96	
BPS(원)	3,310	1,750	1,796		1,466	922	1,796	
PBR(배)	3.02	0.31	0.30		0.37	0.58	0.30	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	24,229,954	24,488,350	24,488,350		24,488,350	24,488,350	24,488,350	
