	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	231	247	285	337	69	83	76	81
영업이익	34	55	58	98	10	17	12	23
영업이익(발표기준)	34	55	58		10	17	12	
세전계속사업이익	15	69	96	-55	20	20	-203	
당기순이익	27	50	89	-55	20	12	-203	
당기순이익(지배)	28	50	86	-55	18	12	-203	
당기순이익(비지배)	-1							
자산총계	544	589	786		770	786	586	
부채총계	54	52	166		160	166	175	
자본총계	490	537	620		610	620	411	
자본총계(지배)	492	539	620		610	620	411	
자본총계(비지배)	-2							
자본금	53	53	53		53	53	53	
영업활동현금흐름	26	-5	56		-98	22	-29	
투자활동현금흐름	-24	-4	-141		-113	-20	19	
재무활동현금흐름		-7	70		68	16	-1	
CAPEX	1	1	130		126	3	0	
FCF	24	-6	-74		-224	19	-29	
이자발생부채	11	8	114		107	114	112	
영업이익률	14.91	22.18	20.36	28.93	14.46	20.80	15.32	28.39
순이익률	11.65	20.14	31.14	-16.32	29.20	14.40	-267.01	
ROE(%)	5.77	9.73	14.87		14.34	14.87	-30.40	
ROA(%)	5.08	8.79	12.91		12.52	12.91	-24.27	
부채비율	10.98	9.70	26.71		26.27	26.71	42.54	
자본유보율	864.04	957.53	1,110.36		1,087.01	1,110.36	712.22	
EPS(원)	52	94	162	-103	33	22	-381	
PER(배)	54.06	22.20	16.45	N/A	18.77	16.45	N/A	
BPS(원)	940	1,035	1,191		1,172	1,191	790	
PBR(배)	2.98	2.02	2.23		2.47	2.23	7.69	
현금DPS(원)	0	10	20		0	20		
현금배당수익률	0.00	0.48	0.75					
현금배당성향(%)	0.00	10.38	12.08		0.00	86.95		
발행주식수(보통주)	53,267,083	53,267,083	53,267,083		53,267,083	53,267,083	53,267,083	
