	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	704	665	516		103	160	134	
영업이익	64	56	-40		-45	5	-1	
영업이익(발표기준)	64	56	-40		-45	5	-1	
세전계속사업이익	47	61	-39		-42	-3	1	
당기순이익	73	52	-34		-42	2	1	
당기순이익(지배)	73	52	-32		-42	3	2	
당기순이익(비지배)								
자산총계	434	620	782		680	782	768	
부채총계	300	296	479		381	479	463	
자본총계	133	324	303		299	303	305	
자본총계(지배)	133	324	297		292	297	300	
자본총계(비지배)								
자본금	22	27	28		28	28	28	
영업활동현금흐름	17	49	-11		-17	13	-54	
투자활동현금흐름	-30	-100	-149		-69	-47	3	
재무활동현금흐름	33	168	178		52	109	-27	
CAPEX	17	51	139		64	30	6	
FCF	0	-3	-151		-81	-17	-60	
이자발생부채	117	148	316		231	316	293	
영업이익률	9.07	8.48	-7.75		-43.79	2.97	-0.78	
순이익률	10.38	7.81	-6.54		-41.23	1.23	0.61	
ROE(%)	130.72		-10.37		-11.09	-10.37	-14.96	
ROA(%)	19.94		-4.81		-4.56	-4.81	-7.15	
부채비율	224.95	91.63	157.76		127.58	157.76	151.91	
자본유보율	501.93	1,100.12	965.26		949.73	965.26	972.70	
EPS(원)	1,887	1,129	-587		-755	51	37	
PER(배)		8.37	N/A		N/A	N/A	N/A	
BPS(원)	3,010	5,993	5,327		5,227	5,327	5,372	
PBR(배)	0.00	1.58	2.01		1.89	2.01	1.23	
현금DPS(원)	0	0						
현금배당수익률		0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	4,435,459	5,399,459	5,579,429		5,579,429	5,579,429	5,579,429	
