	2017/07	2018/07	2019/07	2020/07	2019/07	2019/10	2020/01	2020/04
매출액	545	679	1,021		227	178	198	
영업이익	334	370	472		69	79	67	
영업이익(발표기준)	335	371	464		62	80	67	
세전계속사업이익	336	367	411		-7	85	74	
당기순이익	298	248	312		5	67	61	
당기순이익(지배)	298	248	305		3	66	58	
당기순이익(비지배)								
자산총계	758	1,050	3,210		3,210	3,155	3,486	
부채총계	128	173	174		174	172	429	
자본총계	630	876	3,036		3,036	2,982	3,057	
자본총계(지배)	630	876	3,034		3,034	2,980	3,052	
자본총계(비지배)								
자본금	172	171	1,089		1,089	1,075	1,088	
영업활동현금흐름	251	222	328		124	50	146	
투자활동현금흐름	242	-128	-4		-5	-51	-1,062	
재무활동현금흐름	-394	0	1,743		62	-80	-26	
CAPEX	2	1	10		4	1	2	
FCF	249	221	318		120	49	144	
이자발생부채	0	0	0		0	34	29	
영업이익률	61.28	54.55	46.21		30.60	44.36	33.93	
순이익률	54.64	36.57	30.54		2.02	37.78	30.64	
ROE(%)		32.95	15.59				9.08	
ROA(%)		27.48	14.64				8.26	
부채비율	20.33	19.80	5.73		5.73	5.78	14.03	
자본유보율	254.79	401.78	180.73		180.73	186.61	191.87	
EPS(원)	1,774	1,477	1,700		16	312	273	
PER(배)			11.06			11.15	17.44	
BPS(원)	3,752	5,215	14,406		14,406	14,435	14,864	
PBR(배)	0.00	0.00	1.30		1.30	1.32	1.11	
현금DPS(원)	0	0						
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00			
발행주식수(보통주)	16,800,000	16,800,000	21,061,800		21,061,800	21,061,800	21,061,800	
