	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	611	625	460		105	123	121	
영업이익	226	217	58		10	15	17	
영업이익(발표기준)	226	217	58		10	15	17	
세전계속사업이익	226	239	83		22	10	36	
당기순이익	182	194	72		17	13	30	
당기순이익(지배)	182	194	72		17	13	30	
당기순이익(비지배)								
자산총계	965	1,120	1,083		1,092	1,083	1,057	
부채총계	63	64	47		57	47	49	
자본총계	902	1,056	1,036		1,036	1,036	1,009	
자본총계(지배)	902	1,056	1,036		1,036	1,036	1,009	
자본총계(비지배)								
자본금	47	47	47		47	47	47	
영업활동현금흐름	225	140	102		27	-40	28	
투자활동현금흐름	-74	-101	-44		21	15	39	
재무활동현금흐름	-119	-41	-96		-46	-4	-70	
CAPEX	54	71	95		25	12	9	
FCF	172	69	8		2	-52	19	
이자발생부채	0	0	9		10	9	8	
영업이익률	37.07	34.66	12.61		9.57	12.42	14.13	
순이익률	29.80	30.99	15.73		16.12	10.46	24.92	
ROE(%)	20.88	19.80	6.91		11.16	6.91	7.84	
ROA(%)	19.46	18.59	6.56		10.53	6.56	7.45	
부채비율	6.96	6.08	4.54		5.48	4.54	4.83	
자본유보율	2,098.55	2,422.96	2,481.01		2,453.59	2,481.01	2,452.64	
EPS(원)	1,936	2,062	769		181	137	320	
PER(배)	20.66	13.60	24.63		14.00	24.63	16.06	
BPS(원)	12,019	14,076	14,320		14,283	14,320	14,264	
PBR(배)	3.33	1.99	1.32		1.19	1.32	0.96	
현금DPS(원)	550	600	600		0	600		
현금배당수익률	1.38	2.14	3.17			3.31		
현금배당성향(%)	22.68	23.23	60.03		0.00	336.73		
발행주식수(보통주)	9,400,000	9,400,000	9,400,000		9,400,000	9,400,000	9,400,000	
