	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,480	1,470	833		278	215	237	
영업이익	140	133	20		14	-5	-5	
영업이익(발표기준)	140	133	20		14	-5	-5	
세전계속사업이익	97	139	23		21	-16	14	
당기순이익	78	107	10		16	-19	10	
당기순이익(지배)	78	107	10		16	-19	10	
당기순이익(비지배)								
자산총계	991	888	717		923	717	805	
부채총계	553	338	164		343	164	234	
자본총계	438	550	553		581	553	571	
자본총계(지배)	438	550	553		581	553	571	
자본총계(비지배)								
자본금	84	84	84		84	84	84	
영업활동현금흐름	-37	348	78		94	0	19	
투자활동현금흐름	-130	0	-72		-6	-13	-32	
재무활동현금흐름	205	-228	-41		0	0	-1	
CAPEX	137	14	40		6	10	5	
FCF	-174	334	38		89	-11	13	
이자발생부채	251	24	0		0	0	0	
영업이익률	9.43	9.05	2.44		5.18	-2.55	-2.15	
순이익률	5.27	7.29	1.15		5.72	-8.95	4.40	
ROE(%)	19.27	21.73	1.74		11.14	1.74	4.18	
ROA(%)	10.00	11.42	1.19		6.44	1.19	3.13	
부채비율	126.43	61.52	29.67		58.99	29.67	41.03	
자본유보율	427.97	556.04	547.50		570.49	547.50	559.98	
EPS(원)	466	640	57		95	-115	62	
PER(배)	14.14	4.37	67.05		14.30	67.05	15.29	
BPS(원)	2,619	3,289	3,307		3,475	3,307	3,417	
PBR(배)	2.52	0.85	1.16		1.50	1.16	0.62	
현금DPS(원)	0	100	50		0	50		
현금배당수익률	0.00	3.57	1.31					
현금배당성향(%)	0.00	15.58	87.34		0.00	-43.41		
발행주식수(보통주)	16,748,240	16,748,240	16,748,240		16,748,240	16,748,240	16,748,240	
