	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	671	618	546		135	127	133	
영업이익	16	9	-13		-1	-3	-2	
영업이익(발표기준)	16	9	-13		-1	-3	-2	
세전계속사업이익	21	12	63		0	-3	4	
당기순이익	14	12	54		0	5	3	
당기순이익(지배)	14	12	54		0	5	3	
당기순이익(비지배)								
자산총계	486	485	524		507	524	526	
부채총계	165	154	142		129	142	148	
자본총계	321	331	383		378	383	378	
자본총계(지배)	321	331	383		378	383	378	
자본총계(비지배)								
자본금	50	50	50		50	50	50	
영업활동현금흐름	4	-16	103		29	17	10	
투자활동현금흐름	17	-30	-17		-12	-5	11	
재무활동현금흐름	-3	4	-79		0	0	-7	
CAPEX	40	27	71		108	-75	2	
FCF	-36	-43	33		-79	92	8	
이자발생부채	80	86	11		10	11	10	
영업이익률	2.33	1.44	-2.46		-0.52	-2.39	-1.87	
순이익률	2.14	1.94	9.93		-0.09	3.74	1.93	
ROE(%)	4.55	3.67	15.19		15.84	15.19	15.76	
ROA(%)	2.87	2.46	10.74		11.27	10.74	10.83	
부채비율	51.27	46.57	37.01		34.11	37.01	39.09	
자본유보율	546.61	565.85	669.25		659.74	669.25	669.68	
EPS(원)	144	120	542		-1	48	26	
PER(배)	18.75	18.75	4.11		4.21	4.11	2.97	
BPS(원)	3,420	3,523	4,073		4,022	4,073	4,163	
PBR(배)	0.79	0.64	0.55		0.58	0.55	0.40	
현금DPS(원)	25	25	25		0	25		
현금배당수익률	0.93	1.11	1.12					
현금배당성향(%)	16.37	19.63	4.33		0.00	49.41		
발행주식수(보통주)	10,000,000	10,000,000	10,000,000		10,000,000	10,000,000	10,000,000	
