	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	358	254	189		36	74	90	
영업이익	-10	-3	-40		-15	-25	-4	
영업이익(발표기준)	-10	-3	-40		-15	-25	-4	
세전계속사업이익	-115	-78	-579		-211	-70	-274	
당기순이익	-107	-115	-592		-207	-72	-249	
당기순이익(지배)	-106	-115	-592		-207	-72	-249	
당기순이익(비지배)	-2							
자산총계	1,559	1,526	1,467		1,459	1,404	1,467	
부채총계	729	577	700		691	706	700	
자본총계	830	950	767		768	698	767	
자본총계(지배)	830	950	767		768	698	767	
자본총계(비지배)								
자본금	206	222	328		236	236	328	
영업활동현금흐름	15	-84	6		-2	5	10	
투자활동현금흐름	-325	-118	15		-110	14	103	
재무활동현금흐름	348	235	-36		105	-26	-57	
CAPEX	4	2	3		0	1	0	
FCF	11	-86	3		-2	4	10	
이자발생부채	511	530	513		617	610	513	
영업이익률	-2.66	-1.14	-21.02		-42.75	-33.56	-3.91	
순이익률	-29.97	-45.03	-313.10		-578.99	-97.64	-276.96	
ROE(%)	-16.18	-12.88	-68.98		-48.12	-49.37	-68.98	
ROA(%)	-7.75	-7.43	-39.55		-28.60	-29.60	-39.55	
부채비율	87.82	60.75	91.34		90.02	101.24	91.34	
자본유보율	314.25	368.89	90.69		258.39	230.80	90.69	
EPS(원)	-317	-258	-1,239		-458	-153	-459	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	2,041	2,159	1,177		1,642	1,492	1,177	
PBR(배)	2.35	1.05	1.22		1.01	0.64	1.22	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	41,163,129	44,474,790	65,627,300		47,259,976	47,259,976	65,627,300	
