	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	957	1,074	1,179	1,350			356	
영업이익	30	67	60	106			25	
영업이익(발표기준)	30	67	60				25	
세전계속사업이익	14	42	38	84			18	
당기순이익	13	39	34	78			16	
당기순이익(지배)	13	39	34	75			16	
당기순이익(비지배)								
자산총계	816	928	1,024	1,107		1,024	1,096	
부채총계	611	747	689	844		689	745	
자본총계	204	181	335	262		335	351	
자본총계(지배)	204	181	335	262		335	351	
자본총계(비지배)								
자본금	12	10	13	13		13	13	
영업활동현금흐름	65	109	92	78			38	
투자활동현금흐름	-39	-107	-129	-78			-57	
재무활동현금흐름	-27	-7	36	20			27	
CAPEX	38	104	128	146			56	
FCF	27	5	-36			0	-18	
이자발생부채	415	501	447			447	486	
영업이익률	3.10	6.23	5.12	7.89			7.04	
순이익률	1.33	3.66	2.90	5.74			4.47	
ROE(%)	6.42	20.42	13.26	25.12				
ROA(%)	1.57	4.51	3.50	7.27				
부채비율	299.30	413.02	205.97	321.71		205.97	212.53	
자본유보율	1,022.92	1,711.37	2,421.88			2,421.88	2,544.52	
EPS(원)	108	319	283	526			112	
PER(배)			14.10	9.51				
BPS(원)	1,739	1,495	2,347	1,841		2,347	2,459	
PBR(배)	0.00	0.00	1.70	2.72		1.70	1.69	
현금DPS(원)	0	0	0	0	0	0		
현금배당수익률			0.00	0.00				
현금배당성향(%)	0.00	0.00	2.05					
발행주식수(보통주)	10,350,000	10,350,000	12,858,000		10,350,000	12,858,000	12,858,000	
