	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,857	1,844	1,915		482	478	641	
영업이익	228	148	207		64	65	97	
영업이익(발표기준)	228	148	207		64	65	97	
세전계속사업이익	193	165	213		72	83	69	
당기순이익	169	128	160		55	68	51	
당기순이익(지배)	141	126	162		58	65	47	
당기순이익(비지배)	28							
자산총계	2,062	2,295	2,636		2,266	2,395	2,636	
부채총계	459	513	688		454	514	688	
자본총계	1,603	1,782	1,948		1,811	1,881	1,948	
자본총계(지배)	1,335	1,487	1,644		1,516	1,583	1,644	
자본총계(비지배)	268							
자본금	55	55	55		55	55	55	
영업활동현금흐름	257	281	102		-5	93	4	
투자활동현금흐름	-188	-307	-123		42	-35	-114	
재무활동현금흐름	30	40	67		-20	33	75	
CAPEX	267	198	238		43	61	117	
FCF	-11	83	-136		-47	32	-114	
이자발생부채	215	217	306		189	225	306	
영업이익률	12.29	8.04	10.79		13.32	13.52	15.21	
순이익률	9.09	6.94	8.35		11.49	14.15	7.93	
ROE(%)	11.15	8.91	10.33		5.26	8.81	10.33	
ROA(%)	8.54	5.88	6.49		3.03	5.62	6.49	
부채비율	28.63	28.77	35.30		25.08	27.31	35.30	
자본유보율	2,456.51	2,760.93	3,015.78		2,812.30	2,930.66	3,015.78	
EPS(원)	1,272	1,137	1,462		526	592	429	
PER(배)	13.13	5.74	9.44		10.40	6.34	9.44	
BPS(원)	13,072	14,557	16,094		14,839	15,501	16,094	
PBR(배)	1.28	0.45	0.86		0.49	0.49	0.86	
현금DPS(원)	0	200	200		0	0	200	
현금배당수익률	0.00	3.06	1.45					
현금배당성향(%)	0.00	16.24	12.63		0.00	0.00	43.10	
발행주식수(보통주)	11,061,429	11,061,429	11,061,429		11,061,429	11,061,429	11,061,429	
