	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	521	548	598		153	162	166	
영업이익	38	37	30		12	6	7	
영업이익(발표기준)	38	37	30		12	6	7	
세전계속사업이익	24	43	34		11	10	5	
당기순이익	16	37	28		9	7	6	
당기순이익(지배)	16	37	28		9	7	6	
당기순이익(비지배)								
자산총계	503	590	621		598	617	621	
부채총계	134	109	106		95	103	106	
자본총계	368	481	515		503	514	515	
자본총계(지배)	368	481	515		503	514	515	
자본총계(비지배)								
자본금	32	38	39		39	39	39	
영업활동현금흐름	39	25	18		1	1	8	
투자활동현금흐름	-14	-18	-40		-41	-5	37	
재무활동현금흐름	-12	38	-20		-5	-5	-5	
CAPEX	9	8	18		7	3	2	
FCF	30	16	0		-6	-2	7	
이자발생부채	71	38	23		28	24	23	
영업이익률	7.20	6.73	4.94		7.91	3.56	4.06	
순이익률	3.00	6.81	4.73		5.90	4.40	3.41	
ROE(%)	4.80	8.78	5.68				5.68	
ROA(%)	3.05	6.83	4.67				4.67	
부채비율	36.45	22.59	20.67		18.92	20.00	20.67	
자본유보율	1,002.53	1,118.68	1,187.85		1,157.89	1,176.20	1,187.85	
EPS(원)	289	569	365		116	92	73	
PER(배)		7.59	15.88				15.88	
BPS(원)	5,769	6,268	6,629		6,480	6,618	6,629	
PBR(배)	0.00	0.69	0.87		0.87	0.97	0.87	
현금DPS(원)	0							
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	6,387,025	7,681,025	7,763,202		7,763,202	7,763,202	7,763,202	
