	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	392	448	317		96	66	83	
영업이익	42	49	-11		1	-12	-4	
영업이익(발표기준)	42	49	-11		1	-12	-4	
세전계속사업이익	52	70	17		5	2	4	
당기순이익	45	64	22		4	2	10	
당기순이익(지배)	45	64	30		8	4	12	
당기순이익(비지배)								
자산총계	859	1,020	1,085		1,064	1,029	1,085	
부채총계	243	346	322		366	327	322	
자본총계	616	674	764		698	702	764	
자본총계(지배)	606	663	749		679	685	749	
자본총계(비지배)	10							
자본금	364	364	406		364	374	406	
영업활동현금흐름	54	53	0		-15	10	-6	
투자활동현금흐름	-283	-161	-125		7	-56	-21	
재무활동현금흐름	188	120	56		0	2	54	
CAPEX	11	79	29		16	11	1	
FCF	42	-26	-29		-31	-1	-7	
이자발생부채	148	249	253		255	244	253	
영업이익률	10.69	10.91	-3.34		1.04	-17.59	-4.92	
순이익률	11.42	14.25	7.10		4.10	2.67	12.55	
ROE(%)	8.17	10.05	4.20		4.36	1.36	4.20	
ROA(%)	6.18	6.79	2.14		2.55	0.35	2.14	
부채비율	39.41	51.41	42.09		52.49	46.58	42.09	
자본유보율	70.83	87.58	92.42		91.46	92.56	92.42	
EPS(원)	65	88	40		11	5	16	
PER(배)	24.12	12.32	21.63		27.87	77.65	21.63	
BPS(원)	838	917	926		939	920	926	
PBR(배)	1.86	1.18	0.94		1.18	1.07	0.94	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	72,749,313	72,749,313	81,265,715		72,749,313	74,865,715	81,265,715	
