	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	646	397	350		60	138	132	
영업이익	73	25	9		-1	10	5	
영업이익(발표기준)	73	25	9		-1	10	5	
세전계속사업이익	70	21	7		-1	11	0	
당기순이익	59	17	5		-1	9	-1	
당기순이익(지배)	59	17	5		-1	9	-1	
당기순이익(비지배)								
자산총계	451	656	663		682	699	663	
부채총계	311	279	280		308	317	280	
자본총계	140	377	382		374	381	382	
자본총계(지배)	140	377	382		374	381	382	
자본총계(비지배)								
자본금	25	32	32		32	32	32	
영업활동현금흐름	85	-132	15		-31	22	34	
투자활동현금흐름	-156	-68	-19		-2	-17	2	
재무활동현금흐름	68	231	4		22	6	-23	
CAPEX	195	67	1		1	0	0	
FCF	-111	-199	14		-32	22	34	
이자발생부채	170	142	150		164	172	150	
영업이익률	11.27	6.27	2.57		-1.04	7.03	3.66	
순이익률	9.08	4.38	1.44		-1.09	6.27	-0.66	
ROE(%)	59.74	6.73	1.33			-6.70	1.33	
ROA(%)	16.61	3.14	0.77			-3.80	0.77	
부채비율	223.09	73.88	73.22		82.25	83.21	73.22	
자본유보율	460.56	1,086.33	1,101.94		1,076.09	1,098.00	1,101.94	
EPS(원)	1,185	320	79		-10	136	-14	
PER(배)		54.99	214.72		N/A	N/A	214.72	
BPS(원)	2,791	5,948	6,028		5,899	6,010	6,028	
PBR(배)	0.00	2.96	2.82		2.29	2.25	2.82	
현금DPS(원)	0							
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	5,000,000	6,370,000	6,370,000		6,370,000	6,370,000	6,370,000	
