	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,076	1,205	1,214		322	314	312	
영업이익	113	134	105		33	23	22	
영업이익(발표기준)	113	134	105		33	23	22	
세전계속사업이익	190	145	116		38	23	26	
당기순이익	146	114	91		32	15	21	
당기순이익(지배)	142	105	78		28	11	19	
당기순이익(비지배)	4							
자산총계	1,628	1,741	1,801		1,768	1,801	1,793	
부채총계	322	332	326		306	326	320	
자본총계	1,306	1,409	1,475		1,462	1,475	1,473	
자본총계(지배)	1,189	1,283	1,337		1,327	1,337	1,333	
자본총계(비지배)	117							
자본금	63	63	63		63	63	63	
영업활동현금흐름	140	124	173		-8	42	38	
투자활동현금흐름	-138	-91	-170		4	-82	0	
재무활동현금흐름	-28	-29	-39		-14	30	-34	
CAPEX	63	178	157		-2	32	1	
FCF	77	-54	17		-6	11	37	
이자발생부채	174	179	166		136	166	152	
영업이익률	10.52	11.15	8.67		10.29	7.46	6.90	
순이익률	13.54	9.48	7.50		9.81	4.88	6.62	
ROE(%)	12.56	8.47	5.95		6.67	5.95	5.78	
ROA(%)	9.25	6.78	5.14		5.67	5.14	4.92	
부채비율	24.64	23.53	22.10		20.95	22.10	21.71	
자본유보율	1,778.47	1,886.62	1,966.58		1,951.58	1,966.58	1,964.84	
EPS(원)	1,124	831	618		218	90	153	
PER(배)	12.41	23.11	27.10		28.03	27.10	17.92	
BPS(원)	9,439	10,184	10,607		10,529	10,607	10,582	
PBR(배)	1.48	1.89	1.58		1.80	1.58	1.02	
현금DPS(원)	270	200	160		0	160		
현금배당수익률	1.94	1.04	0.96					
현금배당성향(%)	24.02	24.07	25.88		0.00	178.00		
발행주식수(보통주)	12,600,000	12,600,000	12,600,000		12,600,000	12,600,000	12,600,000	
