	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	55	52	77		14	13	30	
영업이익	-33	-14	20		2	14	2	
영업이익(발표기준)	-33	-14	20		2	14	2	
세전계속사업이익	-54	25	20		1	15	5	
당기순이익	-47	23	19		4	10	5	
당기순이익(지배)	-47	23	19		4	10	5	
당기순이익(비지배)								
자산총계	453	704	598		539	434	598	
부채총계	359	388	237		206	169	237	
자본총계	94	316	360		332	265	360	
자본총계(지배)	94	316	360		332	265	360	
자본총계(비지배)								
자본금	104	168	202		168	168	202	
영업활동현금흐름	-29	33	34		-4	6	50	
투자활동현금흐름	-91	-25	-243		26	5	-129	
재무활동현금흐름	231	172	-76		-33	-19	97	
CAPEX	3	0	1		0	0	0	
FCF	-32	32	33		-4	5	50	
이자발생부채	229	221	79		64	43	79	
영업이익률	-60.12	-27.07	26.41		14.51	110.92	7.95	
순이익률	-85.94	44.86	24.40		26.71	76.96	17.59	
ROE(%)	-78.86	11.41	5.55		1.75	-19.18	5.55	
ROA(%)	-13.83	4.04	2.88		0.87	-9.96	2.88	
부채비율	383.24	122.53	65.86		62.09	63.88	65.86	
자본유보율	-13.37	86.25	100.64		88.26	94.18	100.64	
EPS(원)	-197	86	53		11	30	13	
PER(배)	N/A	20.12	26.39		105.40	N/A	26.39	
BPS(원)	374	944	894		992	791	894	
PBR(배)	17.37	1.83	1.57		1.56	1.96	1.57	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)		0.00			0.00	0.00		
발행주식수(보통주)	25,236,991	33,698,640	40,494,755		33,698,640	33,698,640	40,494,755	
