	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	422	506	651		82	284	188	
영업이익	23	30	56		4	16	31	
영업이익(발표기준)	23	30	56		4	16	31	
세전계속사업이익	12	38	57		9	26	17	
당기순이익	10	32	43		9	20	10	
당기순이익(지배)	10	32	43		9	20	10	
당기순이익(비지배)								
자산총계	619	730	1,074		841	864	1,074	
부채총계	380	459	752		563	566	752	
자본총계	239	271	322		278	298	322	
자본총계(지배)	239	271	322		278	298	322	
자본총계(비지배)								
자본금	24	24	49		24	24	49	
영업활동현금흐름	-15	78	15		-26	-22	87	
투자활동현금흐름	-11	-95	-20		-3	-5	-7	
재무활동현금흐름	66	69	119		11	-6	114	
CAPEX	10	100	20		2	5	8	
FCF	-25	-22	-5		-28	-28	79	
이자발생부채	134	203	316		222	216	316	
영업이익률	5.55	5.91	8.54		4.92	5.50	16.66	
순이익률	2.36	6.36	6.62		10.54	7.11	5.23	
ROE(%)	4.21	12.64	14.50		12.46	15.17	14.50	
ROA(%)	2.08	4.78	4.77		4.66	5.71	4.77	
부채비율	159.37	168.96	233.46		202.31	189.67	233.46	
자본유보율	879.84	1,011.38	557.56		1,034.43	1,116.87	557.56	
EPS(원)	102	329	439		88	206	101	
PER(배)	87.43	15.19	11.50		17.44	15.35	11.50	
BPS(원)	2,435	2,770	3,288		2,839	3,045	3,288	
PBR(배)	3.65	1.80	1.54		2.07	2.17	1.54	
현금DPS(원)	0	75	80		0	0	80	
현금배당수익률	0.00	1.50	1.58					
현금배당성향(%)	0.00	22.81	18.21		0.00	0.00	79.54	
발행주식수(보통주)	9,800,000	9,800,000	9,800,000		9,800,000	9,800,000	9,800,000	
