	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	256	272	259		63	59	62	
영업이익	22	23	-1		-1	-9	10	
영업이익(발표기준)	22	23	-1		-1	-9	10	
세전계속사업이익	16	52	-17		-26	-16	30	
당기순이익	12	35	-17		-20	-13	21	
당기순이익(지배)	14	36	-16		-20	-13	21	
당기순이익(비지배)	-2							
자산총계	598	631	602		571	570	602	
부채총계	285	274	290		266	278	290	
자본총계	312	357	312		305	292	312	
자본총계(지배)	266	313	302		294	282	302	
자본총계(비지배)	46							
자본금	73	73	73		73	73	73	
영업활동현금흐름	60	31	14		-4	9	9	
투자활동현금흐름	-115	-57	-29		-22	-1	-10	
재무활동현금흐름	22	17	6		6	-1	-3	
CAPEX	34	23	4		2	1	1	
FCF	26	7	10		-6	8	8	
이자발생부채	153	168	174		176	177	174	
영업이익률	8.55	8.35	-0.51		-1.49	-15.69	15.55	
순이익률	4.60	12.80	-6.60		-32.07	-22.72	33.22	
ROE(%)	5.44	12.53	-5.15		-7.16	-18.04	-5.15	
ROA(%)	2.18	5.67	-2.77		-3.79	-9.42	-2.77	
부채비율	91.32	76.61	92.90		87.19	95.14	92.90	
자본유보율	233.69	291.07	270.31		260.35	242.75	270.31	
EPS(원)	96	249	-108		-137	-88	144	
PER(배)	73.04	33.36	N/A		N/A	N/A	N/A	
BPS(원)	1,837	2,150	2,074		2,021	1,938	2,074	
PBR(배)	3.82	3.86	3.03		3.16	3.02	3.03	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	14,506,123	14,564,623	14,587,623		14,587,623	14,587,623	14,587,623	
