	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,135	1,088	1,021		267	235	278	
영업이익	-88	-9	5		0	-17	21	
영업이익(발표기준)	-88	-9	5		0	-17	21	
세전계속사업이익	-183	-64	-1		-10	-21	30	
당기순이익	-259	-62	-1		-10	-21	29	
당기순이익(지배)	-259	-62	-1		-10	-21	29	
당기순이익(비지배)								
자산총계	760	681	637		650	606	637	
부채총계	494	472	411		448	426	411	
자본총계	265	209	226		202	180	226	
자본총계(지배)	265	209	226		202	180	226	
자본총계(비지배)								
자본금	195	195	195		195	195	195	
영업활동현금흐름	20	45	64		13	1	43	
투자활동현금흐름	-18	34	-7		-2	-7	0	
재무활동현금흐름	-17	-44	-49		-7	-15	-17	
CAPEX	17	11	12		1	6	0	
FCF	3	34	52		12	-5	43	
이자발생부채	243	207	188		202	186	188	
영업이익률	-7.79	-0.81	0.44		-0.11	-7.36	7.64	
순이익률	-22.84	-5.73	-0.09		-3.92	-9.04	10.61	
ROE(%)	-65.59	-26.23			-11.19	-25.76	-0.40	
ROA(%)	-28.27	-8.65			-3.52	-7.97	-0.13	
부채비율	186.18	225.67	181.58		221.56	236.44	181.58	
자본유보율	35.99	6.76	5.93		3.48	-7.70	5.93	
EPS(원)	-666	-160	-2		-27	-55	76	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	681	537	581		519	463	581	
PBR(배)	1.71	1.26	1.03		1.37	1.34	1.03	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	38,955,668	38,955,668	38,955,668		38,955,668	38,955,668	38,955,668	
