	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,425	1,336	950		190	295	62	
영업이익	5	14	2		7	-6	-5	
영업이익(발표기준)	5	14	2		7	-6	-5	
세전계속사업이익	-9	-5	-29		6	-40	-5	
당기순이익	-8	-6	-34		5	-45	-6	
당기순이익(지배)	-8	-6	-34		5	-45	-6	
당기순이익(비지배)								
자산총계	802	815	594		585	594	386	
부채총계	460	454	265		225	265	63	
자본총계	342	361	329		360	329	323	
자본총계(지배)	342	361	329		360	329	323	
자본총계(비지배)								
자본금	155	164	169		165	169	169	
영업활동현금흐름	144	-172	368		73	222	-126	
투자활동현금흐름	-56	-84	218		21	153	-163	
재무활동현금흐름	74	82	-216		-74	-7	-1	
CAPEX	3	2	4			0		
FCF	142	-174	364		73	222	-126	
이자발생부채	147	217	2		19	2	0	
영업이익률	0.32	1.04	0.26		3.43	-2.05	-8.58	
순이익률	-0.55	-0.43	-3.55		2.54	-15.12	-9.70	
ROE(%)	-2.35	-1.64	-9.79		4.03	-9.79	-14.60	
ROA(%)	-1.06	-0.72	-4.80		2.04	-4.80	-9.40	
부채비율	134.42	125.84	80.47		62.40	80.47	19.45	
자본유보율	121.66	119.94	95.66		120.81	95.66	92.11	
EPS(원)	-25	-18	-102		15	-133	-18	
PER(배)	N/A	N/A	N/A		34.55	N/A	N/A	
BPS(원)	1,107	1,097	975		1,092	975	957	
PBR(배)	1.59	1.13	2.47		1.38	2.47	1.37	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00			0.00		0.00	
발행주식수(보통주)	30,780,260	32,729,359	33,575,801		32,852,077	33,575,801	33,575,801	
