	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	468	484	523	576			127	
영업이익	54	41	41	45			12	
영업이익(발표기준)	54	41	41		0		12	
세전계속사업이익	48	25	13	42	0		13	
당기순이익	39	20	11	35	0		11	
당기순이익(지배)	39	20	11	35	0		11	
당기순이익(비지배)								
자산총계	290	316	466	487	101	451	476	
부채총계	143	179	224	220	17	212	231	
자본총계	146	137	242	267	84	239	245	
자본총계(지배)	146	137	242		84	239	245	
자본총계(비지배)								
자본금	30	30	27	27	4	27	27	
영업활동현금흐름	28	39	13	51		1	17	
투자활동현금흐름	-61	-44	-49	-27		-37	-2	
재무활동현금흐름	26	0	45	-12		45	-14	
CAPEX	23	41	53	50		41	2	
FCF	6	-1	-40		0	-39	15	
이자발생부채	53	81	132		0	132	118	
영업이익률	11.49	8.56	7.84	7.81			9.69	
순이익률	8.23	4.11	2.09	6.08			8.30	
ROE(%)		14.03	5.78					
ROA(%)		6.56	2.80	7.34				
부채비율	97.92	130.65	92.58	82.40	19.71	88.85	94.42	
자본유보율	394.73	456.24	977.20		1,850.87	961.98	977.96	
EPS(원)	145	75	41	129	0		39	
PER(배)			48.82	16.85				
BPS(원)	550	514	939		311	926	949	
PBR(배)			2.12			2.15	1.77	
현금DPS(원)	0	0	40	40	0	40		
현금배당수익률	0.00	0.00	2.01	1.83				
현금배당성향(%)	0.00	0.00	94.71	30.92	0.00			
발행주식수(보통주)	26,607,467	26,607,467	27,051,812		27,051,812	27,051,812	27,051,812	
