	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	714	791	1,041		259	208	400	
영업이익	35	31	31		10	1	17	
영업이익(발표기준)	35	31	31		10	1	17	
세전계속사업이익	40	28	33		-30	1	59	
당기순이익	31	23	-119		-89	2	-34	
당기순이익(지배)	31	23	-119		-89	2	-34	
당기순이익(비지배)								
자산총계	340	516	658		572	514	658	
부채총계	174	213	481		356	297	481	
자본총계	166	302	177		215	217	177	
자본총계(지배)	166	302	177		215	217	177	
자본총계(비지배)								
자본금	15	20	20		20	20	20	
영업활동현금흐름	23	20	-9		58	-113	103	
투자활동현금흐름	-4	-100	0		-34	28	45	
재무활동현금흐름	-23	85	105		-26	47	4	
CAPEX	0	3	7		6	1	1	
FCF	23	17	-16		52	-113	102	
이자발생부채	26	2	101		74	122	101	
영업이익률	4.86	3.88	2.94		3.92	0.70	4.28	
순이익률	4.31	2.89	-11.40		-34.31	0.92	-8.46	
ROE(%)	20.58	9.77	-49.58			-26.21	-49.58	
ROA(%)	9.73	5.35	-20.25			-13.67	-20.25	
부채비율	104.38	70.55	271.89		165.40	136.75	271.89	
자본유보율	1,019.22	1,401.98	791.95		970.01	979.48	791.95	
EPS(원)	1,060	680	-2,950		-2,212	47	-840	
PER(배)	3.82	18.59	N/A		N/A	N/A	N/A	
BPS(원)	5,608	7,510	4,392		5,350	5,397	4,392	
PBR(배)	0.72	1.68	1.46		1.84	1.19	1.46	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	2,967,502	4,025,902	4,025,902		4,025,902	4,025,902	4,025,902	
