	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	294	274	351	465	84	118	80	
영업이익	-30	11	42	85	9	25	7	
영업이익(발표기준)	-30	11	42		9	25	7	
세전계속사업이익	-16	10	38	90	9	21	8	
당기순이익	-30	4	56	80	9	40	8	
당기순이익(지배)	-24	4	56	80	9	40	8	
당기순이익(비지배)	-5							
자산총계	447	463	534		490	534	532	
부채총계	122	129	147		139	147	152	
자본총계	325	335	387		351	387	381	
자본총계(지배)	333	335	387		351	387	381	
자본총계(비지배)	-8							
자본금	34	34	34		34	34	34	
영업활동현금흐름	20	9	82		13	35	9	
투자활동현금흐름	-26	23	-17		1	-13	3	
재무활동현금흐름	-12	-2	-11		-1	0	-8	
CAPEX	15	3	2			2	8	
FCF	5	6	80		13	33	1	
이자발생부채	11	0	8		9	8	8	
영업이익률	-10.31	4.11	11.82	18.28	11.15	21.25	8.30	
순이익률	-10.08	1.33	16.01	17.20	11.01	33.53	9.71	
ROE(%)	-7.00	1.10	15.59		16.72	15.59	17.86	
ROA(%)	-6.40	0.81	11.28		11.99	11.28	12.99	
부채비율	37.66	38.44	37.97		39.55	37.97	39.84	
자본유보율	957.76	962.82	1,115.04		1,011.21	1,115.04	1,118.93	
EPS(원)	-357	53	820	1,167	135	578	114	
PER(배)	N/A	82.85	9.99	11.96	7.44	9.99	8.72	
BPS(원)	5,145	5,163	5,968		5,419	5,968	5,986	
PBR(배)	1.16	0.85	1.37		1.09	1.37	1.36	
현금DPS(원)	0	0	100		0	100		
현금배당수익률	0.00	0.00	1.22					
현금배당성향(%)	0.00	0.00	11.53		0.00	16.35		
발행주식수(보통주)	6,856,330	6,856,330	6,856,330		6,856,330	6,856,330	6,856,330	
