	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,778	1,793	1,765		440	450	464	
영업이익	309	204	246		65	59	50	
영업이익(발표기준)	309	204	246		65	59	50	
세전계속사업이익	302	202	349		66	158	52	
당기순이익	202	53	228		32	115	39	
당기순이익(지배)	205	52	201		36	88	34	
당기순이익(비지배)	-3							
자산총계	2,514	2,578	2,876		2,588	2,861	2,876	
부채총계	321	400	527		361	499	527	
자본총계	2,193	2,178	2,349		2,227	2,362	2,349	
자본총계(지배)	2,210	2,117	2,267		2,170	2,280	2,267	
자본총계(비지배)	-16							
자본금	136	136	136		136	136	136	
영업활동현금흐름	148	333	-28		17	-48	12	
투자활동현금흐름	-79	-227	141		114	-21	-6	
재무활동현금흐름	-46	-115	215		-69	281	3	
CAPEX	57	39	21		4	10	3	
FCF	90	293	-48		13	-58	9	
이자발생부채	44	10	273		28	220	273	
영업이익률	17.39	11.36	13.91		14.87	13.19	10.72	
순이익률	11.38	2.97	12.93		7.17	25.47	8.47	
ROE(%)	9.50	2.42	9.18		1.45	2.55	9.18	
ROA(%)	8.26	2.09	8.37		1.08	2.95	8.37	
부채비율	14.63	18.37	22.45		16.21	21.11	22.45	
자본유보율	1,637.91	1,595.25	1,704.35		1,601.13	1,707.41	1,704.35	
EPS(원)	771	197	758		134	332	128	
PER(배)	14.46	57.74	10.45		76.06	35.92	10.45	
BPS(원)	9,371	8,941	9,574		9,165	9,628	9,574	
PBR(배)	1.19	1.27	0.83		0.99	0.81	0.83	
현금DPS(원)	400	300	400		0	0	400	
현금배당수익률	3.59	2.63	5.05					
현금배당성향(%)	46.06	135.51	47.06		0.00	0.00	278.67	
발행주식수(보통주)	26,550,000	26,550,000	26,550,000		26,550,000	26,550,000	26,550,000	
