	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	871	1,188	1,333		291	363	310	
영업이익	-89	-3	67		9	25	13	
영업이익(발표기준)	-89	-3	67		9	25	13	
세전계속사업이익	-151	-48	56		6	24	11	
당기순이익	-139	-59	23		2	8	7	
당기순이익(지배)	-139	-59	23		2	8	7	
당기순이익(비지배)								
자산총계	924	1,048	1,153		1,126	1,153	1,285	
부채총계	321	481	542		502	542	636	
자본총계	603	567	611		624	611	649	
자본총계(지배)	603	567	611		624	611	649	
자본총계(비지배)								
자본금	53	56	58		60	58	61	
영업활동현금흐름	-90	-94	121		57	17	20	
투자활동현금흐름	-123	-54	-44		-24	-3	-12	
재무활동현금흐름	95	86	-35		-8	-4	50	
CAPEX	103	132	49		22	7	15	
FCF	-192	-226	72		35	9	5	
이자발생부채	185	272	315		287	315	379	
영업이익률	-10.18	-0.24	5.06		3.08	7.00	4.05	
순이익률	-15.93	-4.97	1.70		0.85	2.10	2.23	
ROE(%)	-20.54	-10.08	3.85		-6.62	3.83	5.38	
ROA(%)	-15.69	-5.98	2.06		-3.71	2.05	2.73	
부채비율	53.23	84.77	88.70		80.51	88.70	97.86	
자본유보율	1,032.97	925.03	964.21		951.13	964.21	975.85	
EPS(원)	-703	-297	114		12	38	35	
PER(배)	N/A	N/A	38.71		N/A	38.90	18.73	
BPS(원)	3,037	2,854	3,077		3,139	3,077	3,269	
PBR(배)	1.98	2.18	1.44		1.69	1.44	0.95	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)		0.00	0.00		0.00	0.00		
발행주식수(보통주)	19,867,866	19,867,866	19,867,866		19,867,866	19,867,866	19,867,866	
