	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	454	572	814		189	237	234	
영업이익	13	11	63		15	17	21	
영업이익(발표기준)	13	11	63		15	17	21	
세전계속사업이익	11	15	29		-2	6	12	
당기순이익	0	13	33		4	7	11	
당기순이익(지배)	0	13	15		-1	2	7	
당기순이익(비지배)								
자산총계	380	590	816		795	816	824	
부채총계	157	244	373		357	373	367	
자본총계	223	346	443		437	443	457	
자본총계(지배)	223	346	362		361	362	370	
자본총계(비지배)								
자본금	18	22	22		22	22	22	
영업활동현금흐름	-5	-40	55		-13	7	9	
투자활동현금흐름	9	-115	-84		3	31	-108	
재무활동현금흐름	16	193	21		5	12	0	
CAPEX	18	37	31		7	9	6	
FCF	-23	-77	24		-21	-2	3	
이자발생부채	57	112	182		160	182	185	
영업이익률	2.94	1.86	7.80		7.79	7.01	9.07	
순이익률	-0.08	2.30	4.07		2.06	2.86	4.81	
ROE(%)	-0.18	4.62					4.44	
ROA(%)	-0.10	2.71					4.61	
부채비율	70.09	70.41	84.29		81.73	84.29	80.31	
자본유보율	1,129.44	1,446.69	1,517.15		1,509.42	1,517.15	1,546.97	
EPS(원)	-2	63	69		-6	8	30	
PER(배)	N/A	37.85	41.23			38.47	24.87	
BPS(원)	1,229	1,547	1,619		1,613	1,619	1,653	
PBR(배)	1.33	1.55	1.74		1.55	1.74	1.08	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	18,165,000	22,382,985	22,382,985		22,382,985	22,382,985	22,382,985	
