	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	319	335	266		64	74	85	
영업이익	-10	30	-23		-2	0	9	
영업이익(발표기준)	-10	30	-23		-2	0	9	
세전계속사업이익	-39	21	-42		-2	-1	-6	
당기순이익	-66	18	-51		-2	-1	-16	
당기순이익(지배)	-64	18	-50		-2	0	-16	
당기순이익(비지배)	-2							
자산총계	512	512	462		461	466	462	
부채총계	114	102	108		88	92	108	
자본총계	398	410	354		373	373	354	
자본총계(지배)	405	416	362		380	381	362	
자본총계(비지배)	-7							
자본금	66	66	66		66	66	66	
영업활동현금흐름	-20	31	-74		-5	-3	2	
투자활동현금흐름	31	86	-40		42	-33	9	
재무활동현금흐름	0	-20	7		5	-1	-1	
CAPEX	4	4	4		1	0	2	
FCF	-24	27	-78		-6	-3	0	
이자발생부채	50	30	49		51	50	49	
영업이익률	-3.08	8.99	-8.84		-2.89	0.59	10.98	
순이익률	-20.75	5.49	-19.39		-3.30	-0.96	-18.59	
ROE(%)	-14.67	4.35	-12.80		-5.51	-2.67	-12.80	
ROA(%)	-12.10	3.59	-10.58		-4.66	-2.41	-10.58	
부채비율	28.65	24.91	30.33		23.69	24.79	30.33	
자본유보율	665.52	738.76	663.34		687.08	687.08	663.34	
EPS(원)	-485	135	-377		-13	0	-119	
PER(배)	N/A	32.31	N/A		N/A	N/A	N/A	
BPS(원)	3,531	3,619	3,154		3,308	3,316	3,154	
PBR(배)	1.24	1.21	1.64		1.36	1.05	1.64	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	13,195,454	13,195,454	13,195,454		13,195,454	13,195,454	13,195,454	
