	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	568	472	475		119	135	85	
영업이익	-43	55	83		24	22	11	
영업이익(발표기준)	-43	55	83		24	22	11	
세전계속사업이익	-66	64	-124		10	22	-184	
당기순이익	-81	11	-163		3	19	-206	
당기순이익(지배)	-81	11	-163		3	18	-207	
당기순이익(비지배)	0							
자산총계	742	1,086	725		968	995	725	
부채총계	190	426	133		281	248	133	
자본총계	552	659	592		687	747	592	
자본총계(지배)	551	652	589		680	740	589	
자본총계(비지배)	2							
자본금	100	106	129		114	120	129	
영업활동현금흐름	-56	23	98		65	22	30	
투자활동현금흐름	17	-203	76		54	7	49	
재무활동현금흐름	3	266	-146		-53	1	-39	
CAPEX	20	9	8		1	1	4	
FCF	-76	13	90		63	21	26	
이자발생부채	142	308	67		200	157	67	
영업이익률	-7.55	11.63	17.39		19.69	16.22	12.50	
순이익률	-14.32	2.38	-34.25		2.62	13.69	-241.48	
ROE(%)	-13.76	1.79	-26.27		11.38	7.17	-26.27	
ROA(%)	-10.22	1.23	-17.95		7.14	4.40	-17.95	
부채비율	34.34	64.70	22.52		40.84	33.25	22.52	
자본유보율	467.94	528.34	419.37		560.14	582.74	419.37	
EPS(원)	-407	52	-713		14	78	-842	
PER(배)	N/A	108.49	N/A		14.77	11.06	N/A	
BPS(원)	2,809	3,135	2,412		3,147	3,258	2,412	
PBR(배)	1.64	1.81	0.90		1.50	0.77	0.90	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	19,998,251	21,202,036	25,705,129		22,892,847	23,979,802	25,705,129	
