	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,207	1,078	983		266	211	225	
영업이익	59	34	27		12	11	-3	
영업이익(발표기준)	59	34	27		12	11	-3	
세전계속사업이익	76	42	548		14	17	282	
당기순이익	60	32	398		12	14	192	
당기순이익(지배)	60	32	398		12	14	192	
당기순이익(비지배)								
자산총계	991	1,195	1,510		1,357	1,321	1,510	
부채총계	519	696	693		663	613	693	
자본총계	472	499	817		694	708	817	
자본총계(지배)	472	499	817		694	708	817	
자본총계(비지배)								
자본금	57	59	59		59	59	59	
영업활동현금흐름	54	26	63		9	0	7	
투자활동현금흐름	-45	-185	88		-10	27	42	
재무활동현금흐름	-8	160	-112		-15	-36	-5	
CAPEX	21	173	312		8	1	-27	
FCF	33	-147	-249		1	-1	34	
이자발생부채	233	394	283		324	323	283	
영업이익률	4.87	3.11	2.79		4.51	5.36	-1.50	
순이익률	4.96	2.95	40.50		4.64	6.71	85.22	
ROE(%)	13.48	6.55	60.48		33.52	34.97	60.48	
ROA(%)	6.08	2.91	29.42		16.70	17.58	29.42	
부채비율	110.08	139.52	84.82		95.60	86.50	84.82	
자본유보율	772.98	791.11	1,352.34		1,116.13	1,140.11	1,352.34	
EPS(원)	507	270	3,373		104	120	1,628	
PER(배)	23.86	34.87	2.56		5.24	4.38	2.56	
BPS(원)	4,078	4,316	7,067		6,001	6,126	7,067	
PBR(배)	2.97	2.18	1.22		1.47	1.27	1.22	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	11,800,000	11,800,000	11,800,000		11,800,000	11,800,000	11,800,000	
