	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,174	1,130	1,180		284	289	329	
영업이익	50	-25	28		4	13	34	
영업이익(발표기준)	50	-25	28		4	13	34	
세전계속사업이익	52	-22	31		5	13	31	
당기순이익	41	-18	24		4	10	25	
당기순이익(지배)	41	-18	24		4	10	25	
당기순이익(비지배)								
자산총계	826	775	771		756	771	864	
부채총계	126	130	120		115	120	206	
자본총계	700	645	651		641	651	657	
자본총계(지배)	700	645	651		641	651	657	
자본총계(비지배)								
자본금	189	189	189		189	189	189	
영업활동현금흐름	79	20	78		11	47	62	
투자활동현금흐름	-106	-19	55		1	65	-149	
재무활동현금흐름	-27	-37	-21		-1	0	49	
CAPEX	32	25	22		8	5	4	
FCF	48	-5	56		3	43	58	
이자발생부채	5	5	9		9	9	59	
영업이익률	4.22	-2.21	2.35		1.53	4.38	10.21	
순이익률	3.51	-1.62	2.06		1.48	3.52	7.45	
ROE(%)	5.95	-2.72	3.75		0.97	3.75	7.12	
ROA(%)	5.05	-2.29	3.15		0.82	3.15	5.52	
부채비율	18.02	20.14	18.39		17.99	18.39	31.37	
자본유보율	270.82	241.76	244.95		239.58	244.95	248.26	
EPS(원)	113	-50	66		11	28	67	
PER(배)	43.90	N/A	54.61		224.54	54.61	44.55	
BPS(원)	1,915	1,765	1,781		1,753	1,781	1,798	
PBR(배)	2.59	1.98	2.04		2.20	2.04	3.10	
현금DPS(원)	100	50	50		0	50		
현금배당수익률	2.02	1.43	1.38					
현금배당성향(%)	88.66	-99.83	75.20		0.00	180.18		
발행주식수(보통주)	36,571,255	36,571,255	36,571,255		36,571,255	36,571,255	36,571,255	
