	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	222	218	221		51	52	47	
영업이익	-2	1	2		1	-1	-4	
영업이익(발표기준)	-2	1	2		1	-1	-4	
세전계속사업이익	-4	1	3		1	-1	-4	
당기순이익	-6	1	3		2	-1	-4	
당기순이익(지배)	-6	1	3		2	-1	-4	
당기순이익(비지배)								
자산총계	341	359	409		412	409	415	
부채총계	137	145	189		194	189	199	
자본총계	204	214	220		219	220	216	
자본총계(지배)	204	214	220		219	220	216	
자본총계(비지배)								
자본금	41	41	41		41	41	41	
영업활동현금흐름	24	16	27		11	6	-8	
투자활동현금흐름	-11	-16	-87		-13	-8	-8	
재무활동현금흐름	-24	15	46		3	-4	13	
CAPEX	10	18	90		13	8	9	
FCF	14	-2	-63		-1	-2	-17	
이자발생부채	84	92	135		139	135	148	
영업이익률	-0.99	0.50	1.09		2.34	-1.37	-8.79	
순이익률	-2.53	0.57	1.39		3.10	-2.38	-7.56	
ROE(%)	-2.76	0.60	1.42		2.13	1.44	0.63	
ROA(%)	-1.59	0.36	0.80		1.21	0.81	0.35	
부채비율	67.11	68.00	86.00		88.72	86.00	92.16	
자본유보율	409.04	425.31	440.01		436.85	440.01	431.21	
EPS(원)	-70	15	38		19	-15	-43	
PER(배)	N/A	150.38	63.68		41.76	62.62	116.21	
BPS(원)	2,629	2,648	2,722		2,706	2,722	2,678	
PBR(배)	1.01	0.87	0.88		0.87	0.88	0.71	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	8,178,771	8,178,771	8,178,771		8,178,771	8,178,771	8,178,771	
