	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	179	243	252		64	67	59	
영업이익	14	18	17		7	7	0	
영업이익(발표기준)	14	18	17		7	7	0	
세전계속사업이익	18	22	24		12	2	9	
당기순이익	18	24	25		11	6	7	
당기순이익(지배)	18	24	25		11	6	7	
당기순이익(비지배)								
자산총계	459	688	647		672	647	649	
부채총계	100	73	33		42	33	33	
자본총계	359	615	614		630	614	615	
자본총계(지배)	359	615	614		629	614	615	
자본총계(비지배)								
자본금	10	56	56		56	56	56	
영업활동현금흐름	-2	5	42		14	23	-9	
투자활동현금흐름	-25	-274	-10		-14	-22	15	
재무활동현금흐름	196	203	-69		-6	-20	-3	
CAPEX	64	103	9		1	2	8	
FCF	-65	-98	33		12	21	-17	
이자발생부채	72	43	3		4	3	0	
영업이익률	7.92	7.21	6.67		11.30	10.61	-0.70	
순이익률	9.94	9.74	9.83		17.77	8.24	12.21	
ROE(%)	7.34		4.05			4.05	5.40	
ROA(%)	5.09		3.72			3.72	5.08	
부채비율	27.77	11.85	5.31		6.72	5.31	5.41	
자본유보율	3,681.84	989.68	1,033.33		1,023.54	1,033.33	1,040.82	
EPS(원)	236	241	221		101	49	64	
PER(배)		71.36	56.01			56.01	26.27	
BPS(원)	3,782	5,467	5,567		5,620	5,567	5,593	
PBR(배)	0.00	3.15	2.23		2.02	2.23	1.39	
현금DPS(원)	0							
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	9,500,000	11,251,000	11,251,000		11,251,000	11,251,000	11,251,000	
