	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	475	692	749		164	162	236	
영업이익	36	42	41		5	-2	19	
영업이익(발표기준)	36	42	41		5	-2	19	
세전계속사업이익	25	31	13		3	-9	6	
당기순이익	26	34	10		3	-9	4	
당기순이익(지배)	26	34	10		3	-9	4	
당기순이익(비지배)								
자산총계	1,145	1,265	1,267		1,407	1,335	1,267	
부채총계	547	584	579		710	647	579	
자본총계	598	682	688		697	688	688	
자본총계(지배)	598	678	685		694	684	685	
자본총계(비지배)								
자본금	109	119	119		119	119	119	
영업활동현금흐름	-23	2	-29		33	-35	11	
투자활동현금흐름	-128	-96	-53		-21	-2	-9	
재무활동현금흐름	289	23	83		51	-16	36	
CAPEX	103	73	10		3	1	4	
FCF	-125	-72	-39		29	-35	6	
이자발생부채	315	272	366		345	330	366	
영업이익률	7.66	6.03	5.48		3.31	-1.35	8.06	
순이익률	5.45	4.88	1.31		1.63	-5.76	1.58	
ROE(%)		5.38	1.47		4.25	0.33	1.47	
ROA(%)		2.80	0.77		2.19	0.14	0.77	
부채비율	91.49	85.62	84.17		101.85	94.12	84.17	
자본유보율	462.63	483.50	488.74		496.30	488.61	488.74	
EPS(원)	144	147	42		11	-39	16	
PER(배)	25.54	31.05	84.46		38.84	493.06	84.46	
BPS(원)	2,783	2,891	2,918		2,956	2,917	2,918	
PBR(배)	1.32	1.58	1.22		1.59	1.59	1.22	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	21,807,489	23,790,573	23,790,573		23,790,573	23,790,573	23,790,573	
