	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	82	112	133	340			68	
영업이익	-40	-46	-107	81			8	
영업이익(발표기준)	-40	-46	-107				8	
세전계속사업이익	-56	-157	-147	52			7	
당기순이익	-56	-158	-147	48			7	
당기순이익(지배)	-56	-158	-147	48			7	
당기순이익(비지배)								
자산총계	190	513	623	880		623	636	
부채총계	152	563	283	493		283	184	
자본총계	38	-50	339	387		339	452	
자본총계(지배)	38	-50	339	387		339	452	
자본총계(비지배)								
자본금	13	14	41	41		41	43	
영업활동현금흐름	-16	-59	-81	69			-30	
투자활동현금흐름	-97	-214	-156	-124			57	
재무활동현금흐름	56	327	207	153			-3	
CAPEX	87	127	129	80			7	
FCF	-103	-186	-210	-11		0	-37	
이자발생부채	123	271	173			173	146	
영업이익률	-49.02	-40.61	-80.71	23.82			11.37	
순이익률	-68.33	-140.54	-110.71	14.12			10.46	
ROE(%)	-122.41	2,507.06	-101.92	13.22				
ROA(%)	-29.08	-44.84	-25.93	6.39				
부채비율	400.77	-1,116.68	83.53	127.39		83.53	40.79	
자본유보율	174.52	-493.30	712.72			712.72	933.03	
EPS(원)	-1,042	-2,473	-2,044	559			84	
PER(배)			N/A	53.67				
BPS(원)	696	-753	4,037	4,480		4,037	5,294	
PBR(배)	0.00	0.00	5.12	6.70		5.12	3.49	
현금DPS(원)	0	0	0	0	0	0	0	
현금배당수익률			0.00	0.00				
현금배당성향(%)	0.00	0.00	0.00				0.00	
발행주식수(보통주)	5,372,260	5,677,236	8,121,315		6,474,079	8,121,315	8,531,857	
